,text,pre,truth
1219,左思，字太冲，齐国临淄人也,"[('左 思', '齐 国 临 淄', 2)]","[('左 思', '齐 国 临 淄', 2)]"
1220,昆明皇宏太阳能热水器有限公司、自1998年成立以来，秉承“品质精益求精，服务尽善尽美”之创业宗旨，致力于太阳能热水器、是集研究、开发、生产、安装、维护于一体的高新技术企业,"[('昆 明 皇 宏 太 阳 能 热 水 器 有 限 公 司', '1998 年', 17)]","[('昆 明 皇 宏 太 阳 能 热 水 器 有 限 公 司', '1998 年', 17)]"
1221,不过也有网友对此提出质疑，他们认为旭日阳刚的成名主要是靠翻唱汪峰的《春天里》等歌曲，而他们原创的东西根本登不了大雅之堂,"[('春 天 里', '汪 峰', 6), ('春 天 里', '旭 日 阳 刚', 6)]","[('春 天 里', '汪 峰', 6)]"
1222,《我在法国读博士》是2004年出版的图书，作者是苏旭,"[('我 在 法 国 读 博 士', '苏 旭', 11)]","[('我 在 法 国 读 博 士', '苏 旭', 11)]"
1223,《股份制企业资产评估》是1999年中国人民大学出版社出版的图书，作者是刘角膜真菌病玉平,"[('股 份 制 企 业 资 产 评 估', '刘 角 膜 真 菌 病 玉 平', 11), ('股 份 制 企 业 资 产 评 估', '中 国 人 民 大 学 出 版 社', 12)]","[('股 份 制 企 业 资 产 评 估', '中 国 人 民 大 学 出 版 社', 12)]"
1224,陈玹镁女士毕业于韩国梨花女子大学，后在北京大学取得比较文学博士学位，毕业后在北京大学任教两年,"[('陈 [UNK] 镁', '韩 国 梨 花 女 子 大 学', 5)]","[('陈 [UNK] 镁', '韩 国 梨 花 女 子 大 学', 5)]"
1225,《警徽天职》是谢俊源导演的一部刑侦类电视剧，于2011年新加坡首播,"[('警 徽 天 职', '谢 俊 源', 14)]","[('警 徽 天 职', '2011 年', 16)]"
1226,2辞去职务2015年12月7日，莱姆多塔·斯特劳尤马宣布辞去拉脱维亚政府总理职务,"[('莱 姆 多 塔 · 斯 特 劳 尤 马', '拉 脱 维 亚', 1)]","[('莱 姆 多 塔 · 斯 特 劳 尤 马', '拉 脱 维 亚', 1)]"
1227,棒棒堂合体：不知道大家还记不记得黑涩会美眉以及棒棒堂这两个组合，反正当时还在上中学的小编是非常喜欢他们的，看他们的节目，听他们的歌，最记得那时最喜欢看他们演的《黑糖玛奇朵》，里面的演员基本都是黑涩会美眉和棒棒堂的成员，里面有王子、敖犬、小煜、丫头、鬼鬼、小薰等等，个个都青春无敌，也理所当然成为了很多90后青春的一部分,"[('黑 糖 玛 奇 朵', '棒 棒 堂', 13)]","[('黑 糖 玛 奇 朵', '棒 棒 堂', 13)]"
1228,厦门莱尔会计服务有限公司成立于2006年，是经厦门市工商行政管理局注册并登记的合法的厦门注册公司，公司位于厦门市思明区嘉禾路325号汇腾大厦，本公司拥有一支素质优秀、经验丰富的专业团队，为厦门、泉州、莆田地区提供最专业的公司注册服务,"[('厦 门 莱 尔 会 计 服 务 有 限 公 司', '2006 年', 17)]","[('厦 门 莱 尔 会 计 服 务 有 限 公 司', '2006 年', 17)]"
1229,《黄土地》之后，陈凯歌又拍摄了很多影片，比如《大阅兵》《孩子王》《边走边唱》等，《霸王别姬》彻底奠定了陈凯歌在影坛的地位,"[('霸 王 别 姬', '陈 凯 歌', 14)]","[('霸 王 别 姬', '陈 凯 歌', 14)]"
1230,心通福运通航管理股份有限公司于2015年10月28日在密云分局登记成立,"[('心 通 福 运 通 航 管 理 股 份 有 限 公 司', '2015 年 10 月 28 日', 17)]","[('心 通 福 运 通 航 管 理 股 份 有 限 公 司', '2015 年 10 月 28 日', 17)]"
1231,4年后，这部电影打破了好莱坞所有的票房纪录，它就是《星球大战》，那个年轻人，叫做乔治·卢卡斯,"[('星 球 大 战', '乔 治 · 卢 卡 斯', 14)]","[('星 球 大 战', '乔 治 · 卢 卡 斯', 14)]"
1232,商务印书馆“博物之旅”丛书第一辑中，《发现最美的鸟》和《发现最美的昆虫》汇集了西方博物学多部鸟类学、昆虫学著作，还原了二三百年来鸟类观察者的真实生活,"[('发', '商 务 印 书 馆', 12), ('发 现 最 美 的 昆 虫', '商 务 印 书 馆', 12)]","[('发 现 最 美 的 鸟', '商 务 印 书 馆', 12)]"
1233,所以，周添旺就将《春天》的旋律，改填了悲凉的歌词《雨夜花》，也许是因为与时代背景、人民心声相对映吧,"[('雨 夜 花', '周 添 旺', 8)]","[('雨 夜 花', '周 添 旺', 8)]"
1234,中国导演姜文的《阳光灿烂的日子》堪称是94年度全世界令人赞绝的、至今仍渴望观看的影片之一,"[('阳 光 灿 烂 的 日 子', '姜 文', 14)]","[('阳 光 灿 烂 的 日 子', '姜 文', 14)]"
1235,2008年，被称为“中国打工皇帝”的唐骏离开盛大，以10亿元“转会费”接替陈发树就任新华都集团总裁,"[('唐 骏', '中 国', 1)]","[('唐 骏', '中 国', 1)]"
1236,"导演：孙伟　　电视剧评价电视剧《昌晋源票号》,给人突出的印象是“精”","[('昌 晋 源 票 号', '孙 伟', 14)]","[('昌 晋 源 票 号', '孙 伟', 14)]"
1237,看完2005年版《小鱼儿与花无缺》，网友评：张卫健演的小鱼儿，聪颖机智，风趣又潇洒，显得花无缺像个木头,"[('小 鱼 儿 与 花 无 缺', '2005 年', 16), ('小 鱼 儿 与 花 无 缺', '张 卫 健', 13)]","[('小 鱼 儿 与 花 无 缺', '张 卫 健', 13)]"
1238,崔太敏，1912年出生，崔顺实父亲，先做过僧侣，后又为牧师，曾有过6段婚姻，被认为是朴槿惠“导师”,"[('崔 太 敏', '1912 年', 4)]","[('崔 太 敏', '1912 年', 4)]"
1239,记得好声音第一季结束后，最红的学员当属吴莫愁，不一样的风格和唱腔，爽直的性格，让她成为了百事可乐的代言人，还为广告唱了《就现在》这首歌,"[('就 现 在', '吴 莫 愁', 6)]","[('就 现 在', '吴 莫 愁', 6)]"
1240,《网友世界精华本》是2002年10月1日中央编译出版社出版的图书，作者是《网友世界》编辑部,"[('网 友 世 界 精 华 本', '中 央 编 译 出 版 社', 12)]","[('网 友 世 界 精 华 本', '中 央 编 译 出 版 社', 12)]"
1241,覃资荣(1193—1264)，字茂卿，其祖籍德兴怀来（今河北怀来县）人,"[('覃 资 荣', '1193', 4)]","[('覃 资 荣', '1193', 4)]"
1242,据了解，近日赵婷电影《骑士》获美国电影独立精神奖四项提名，并被授予表彰当年杰出女导演的邦妮奖,"[('骑 士', '赵 婷', 14)]","[('骑 士', '赵 婷', 14)]"
1243,《世界童话小金库（全五册）》是2002年内蒙古人民出版社出版的图书,"[('世 界 童 话 小 金 库 （ 全 五 册 ）', '内 蒙 古 人 民 出 版 社', 12)]","[('世 界 童 话 小 金 库 （ 全 五 册 ）', '内 蒙 古 人 民 出 版 社', 12)]"
1244,专辑歌曲专辑鉴赏专辑《旅程》以中快歌为主，魏晨也参与到大部分歌曲的填词创作9,[],"[('旅 程', '魏 晨', 8)]"
1245,本人不禁想到于正版的笑傲江湖，霍建华版的大师兄比这版无疑要好的多啊,"[('笑 傲 江 湖', '霍 建 华', 13)]","[('笑 傲 江 湖', '霍 建 华', 13)]"
1246,东莞市化善贸易有限公司是一家专业从事工业用气动、电动工具经销商，成立于2007年， 致力于为工业制造型客户提供高品质的气动、电动工具及其它相关配套产品，并提供完善和专业的售后服务,"[('东 莞 市 化 善 贸 易 有 限 公 司', '2007 年', 17)]","[('东 莞 市 化 善 贸 易 有 限 公 司', '2007 年', 17)]"
1247,邓楚恒 男，汉族，大专文化，中共党员，省优秀教育工作者，玩江市四季红镇中心完小中学高级教师,"[('邓 楚 恒', '汉 族', 3)]","[('邓 楚 恒', '汉 族', 3)]"
1248,据悉，左小青对自己的发声和台词功底非常严苛，并要求自己全身心投入到角色和故事的情景之中，正是这份对演戏的较真儿让左小青赢得观众的信任，而她的加盟也成为了《台湾往事》品质的保障,"[('台 湾 往 事', '左 小 青', 13)]","[('台 湾 往 事', '左 小 青', 13)]"
1249,杨幂先是在《美人心计》里给林心如当丫鬟，之后在《宫锁心玉》中爆红,"[('美 人 心 计', '杨 幂', 13)]","[('美 人 心 计', '林 心 如', 13)]"
1250,2016年，在古装宫廷玄幻剧《柜中美人》中，梁婧娴饰演朝廷女官全臻颖，一直深爱着李玉溪,"[('柜 中 美 人', '梁 婧 娴', 13)]","[('柜 中 美 人', '梁 婧 娴', 13)]"
1251,第三位喜剧之王周星驰，说句实话，他的电影小编基本都看过，从小就迷恋他的电影，只是让人非常遗憾的是他退出演艺圈太早了，不过现在的他居然成为了一名导演，实在让小编按捺不住内心的愉悦，终于有望继续观看他的杰作了，虽然少了他本人的参与，但是有他的精心指导也绝对不会差，他敬业就敬在他不仅对自己严格，对自己的搭档也非常严格，他所参演的《食神》这部电影很好的栓释了这一点，不过正因为如此，他才被娱乐圈所有人排斥，不过周星驰参演的每一部电影真的都可以称为经典之作,[],[]
1252,上海一米投资管理有限公司于2015年8月6日在虹口区市场监督管理局登记成立,"[('上 海 一 米 投 资 管 理 有 限 公 司', '2015 年 8 月 6 日', 17)]","[('上 海 一 米 投 资 管 理 有 限 公 司', '2015 年 8 月 6 日', 17)]"
1253,诚然，如果你拜读过吴承恩所著的原版古典小说《西游记》的话，你会发现86版西游记也没有完全符合小说上的剧情来演绎,"[('西 游 记', '吴 承 恩', 11)]","[('西 游 记', '吴 承 恩', 11)]"
1254,《一个人上北京1》是2012年当代中国出版社出版的图书,"[('一 个 人 上 北 京 1', '当 代 中 国 出 版 社', 12)]","[('一 个 人 上 北 京 1', '当 代 中 国 出 版 社', 12)]"
1255,《铁胆英雄》是香港亚洲电视在1983年拍摄的一套古装、武侠电视剧,"[('铁 胆 英 雄', '香 港 亚 洲 电 视', 0)]","[('铁 胆 英 雄', '香 港 亚 洲 电 视', 0)]"
1256,在本次入选2017年辽宁出版集团优秀畅销书奖的图书中，春风文艺出版社 《小猪唏哩呼噜》（黑白注音版）、《一年级的小豆豆》（注音·全彩·美绘版），辽海出版社《新课程能力培养》小学系列丛书，辽宁教育出版社《尖子生题库》等图书，2017年销量均超过10万册,"[('一 年 级 的 小 豆 豆', '春 风 文 艺 出 版 社', 12)]","[('一 年 级 的 小 豆 豆', '春 风 文 艺', 12)]"
1257,《24小时店经营》是2005年10月1日科学出版社出版的图书，作者是（日）竹内 稔,"[('24 小 时 店 经 营', '竹 内 稔', 11), ('24 小 时 店 经 营', '科 学 出 版 社', 12)]","[('24 小 时 店 经 营', '科 学 出 版 社', 12)]"
1258,北京远山利丰科贸有限公司成立于2016年5月10日，注册资本1000万，由十月集团和华彬集团联合投资设立，以“三农+互联网+供应链”为核心，服务三农、助力三农，致力于改善农村商业生态环境的创新型科技贸易企业，远山利丰为十月集团和华彬集团联合投资成立，服务三农、助力三农的创新型科技贸易企业,"[('北 京 远 山 利 丰 科 贸 有 限 公 司', '2016 年 5 月 10 日', 17)]","[('北 京 远 山 利 丰 科 贸 有 限 公 司', '2016 年 5 月 10 日', 17)]"
1259,《恨绵绵》——谱自中国有史以来最著名的小提琴协奏曲《梁山伯与祝英台》，由中国当代著名作曲家何占豪先生、陈钢先生作曲，并于1959年5月27日在上海兰心大戏院首次公演,"[('恨 绵 绵', '陈 钢', 9)]","[('恨 绵 绵', '何 占 豪', 9)]"
1260,李东学在《甄嬛传》这部戏里对角色虚和实的结合拿捏的非常到位，眼神犀利到位，完全演出了那种人物质感,"[('甄 嬛 传', '李 东 学', 13)]","[('甄 嬛 传', '李 东 学', 13)]"
1261,《山西晋城古村镇》是2010年中国建筑工业出版社出版的图书，作者是晋城市建设局,"[('山 西 晋 城 古 村 镇', '晋 城 市 建 设 局', 11), ('山 西 晋 城 古 村 镇', '中 国 建 筑 工 业 出 版 社', 12)]","[('山 西 晋 城 古 村 镇', '晋 城 市 建 设 局', 11)]"
1262,孙悦，生于1956年10月27日，现为四川大学副研究员,"[('孙 悦', '1956 年 10 月 27 日', 4)]","[('孙 悦', '1956 年 10 月 27 日', 4)]"
1263,海南祺商建设工程有限公司于2009年2月18日在海南省工商行政管理局登记成立,"[('海 南 祺 商 建 设 工 程 有 限 公 司', '2009 年 2 月 18 日', 17)]","[('海 南 祺 商 建 设 工 程 有 限 公 司', '2009 年 2 月 18 日', 17)]"
1264,上海猫仕电子商务有限公司于2015年2月6日在闵行区市场监督管理局登记成立,"[('上 海 猫 仕 电 子 商 务 有 限 公 司', '2015 年 2 月 6 日', 17)]","[('上 海 猫 仕 电 子 商 务 有 限 公 司', '2015 年 2 月 6 日', 17)]"
1265,《锅炉压力容器焊接及质量控制》是1999年冶金工业出版社出版的图书,"[('锅 炉 压 力 容 器 焊 接 及 质 量 控 制', '冶 金 工 业 出 版 社', 12)]","[('锅 炉 压 力 容 器 焊 接 及 质 量 控 制', '冶 金 工 业 出 版 社', 12)]"
1266,简介孔德菁，网名 丸子 ，国内最早的一批个人站长，高中开始学习软件编程，大一时投身互联网领域，曾因沉迷网络而留过级，毕业后两度创业失败，2005年时创办易名中国,"[('易 名', '2005 年', 17)]","[('易 名 中 国', '2005 年', 17)]"
1267,2009年9月9日，秦古论坛正式开放注册,"[('秦 古 论 坛', '2009 年 9 月 9 日', 17)]","[('秦 古 论 坛', '2009 年 9 月 9 日', 17)]"
1268,杯里风暴   是由林健辉演唱的歌曲，所属唱片公司为，种子音乐,"[('杯 里 风 暴', '种 子 音 乐', 7)]","[('杯 里 风 暴', '林 健 辉', 6)]"
1269,《项目组合管理标准》是2008年电子工业出版社出版的图书，作者是（美）项目管理协会,"[('项 目 组 合 管 理 标 准', '电 子 工 业 出 版 社', 12), ('项 目 组 合 管 理 标 准', '项 目 管 理 协 会', 11)]","[('项 目 组 合 管 理 标 准', '项 目 管 理 协 会', 11)]"
1270,《做人新抱甚艰难》是香港电影《旺财嫂》的插曲，该曲词曲作者罗宝生，由陈宝珠演唱,"[('做 人 新 抱 甚 艰 难', '罗 宝 生', 8), ('做 人 新 抱 甚 艰 难', '陈 宝 珠', 6), ('做 人 新 抱 甚 艰 难', '罗 宝 生', 9)]","[('做 人 新 抱 甚 艰 难', '陈 宝 珠', 6)]"
1271,《他与月光为邻》为知名网络作家丁墨创作的都市浪漫幻想小说，2015年3月1日起连载于云起书院，6月完结1,"[('他 与 月 光 为 邻', '丁 墨', 11)]","[('他 与 月 光 为 邻', '丁 墨', 11)]"
1272,李炆全新个人华语大碟《魔咒》，由新加坡著名音乐制作人李毅倾力打造、众多华语唱片界顶级音乐人倾情加盟，使得此专辑音乐风格之多样化，乃华语唱片界少见,"[('李 毅', '新 加 坡', 2)]","[('魔 咒', '李 [UNK]', 6)]"
1273,江苏华丽集团公司成立于1997年，是“双高”、“双软”企业（高新技术企业和高新技术产品、软件企业和软件产品），2008年通过了新标准高新技术企业的认证，国家火炬计划软件产业基地骨干企业、江苏省国际服务外包重点企业、无锡市十强软件企业,"[('江 苏 华 丽 集 团 公 司', '1997 年', 17)]","[('江 苏 华 丽 集 团', '1997 年', 17)]"
1274,昨日，第90届奥斯卡落下帷幕，赵婷则是凭借自己导演《骑士》获得美国电影独立精神奖四项提名，而获得奥斯卡最佳女主的弗兰西斯更是坦言将和赵婷合作一部新电影,"[('骑 士', '赵 婷', 13), ('骑 士', '赵 婷', 14)]","[('骑 士', '赵 婷', 14)]"
1275,可是她却唱了赵雷的《阿刁》，从效果来说，堪称惊艳,"[('阿 刁', '赵 雷', 6)]","[('阿 刁', '赵 雷', 6)]"
1276,主要成就清江理化专科学校毕业后，贾伯谊曾一度在家教私塾,"[('贾 伯 谊', '清 江 理 化 专 科 学 校', 5)]","[('贾 伯 谊', '清 江 理 化 专 科 学 校', 5)]"
1277,武汉东方美莱医疗美容医院有限公司于2015年10月23日在武汉市武昌区工商行政管理和质量技术监督局登记成立,"[('武 汉 东 方 美 莱 医 疗 美 容 医 院 有 限 公 司', '2015 年 10 月 23 日', 17)]","[('武 汉 东 方 美 莱 医 疗 美 容 医 院 有 限 公 司', '2015 年 10 月 23 日', 17)]"
1278,肖澍(1779～1839)，字子霖，号云汀,"[('肖 澍', '1779', 4)]","[('肖 澍', '1779', 4)]"
1279,《季昱成有一种爱叫做放手》是情虎创作的网络小说，发表于晋江文学网,"[('季 昱 成 有 一 种 爱 叫 做 放 手', '晋 江 文 学 网', 10)]","[('季 昱 成 有 一 种 爱 叫 做 放 手', '情 虎', 11)]"
1280,《外貌协会100%》是日本富士电视台2017年制作播出的爱情喜剧，由桐谷美玲主演,"[('外 貌 协 会 100 %', '富 士 电 视 台', 0)]","[('外 貌 协 会 100 %', '桐 谷 美 玲', 13)]"
1281,崔健的《一无所有》属于这股西北风，而让腾格尔成名的《我热恋的故乡》也属于这股西北风,"[('一 无 所 有', '崔 健', 6), ('我 热 恋 的 故 乡', '崔 健', 6)]","[('一 无 所 有', '崔 健', 6)]"
1282,蔡平生1985年毕业于上海戏剧学院,"[('蔡 平 生', '上 海 戏 剧 学 院', 5)]","[('蔡 平 生', '上 海 戏 剧 学 院', 5)]"
1283,”现年59岁的李元霸，在上世纪80年代，抓住了人生中的机遇，拍摄了元奎导演的《龙之忍者》而红遍全亚洲,"[('龙 之 忍 者', '元 奎', 14)]","[('龙 之 忍 者', '元 奎', 14)]"
1284,2015年的《琅琊榜》《伪装者》，让胡歌重回演员的道路上，正是因为经历了生离死别，所以才会让他更加的去磨练自己修炼自己,"[('伪 装 者', '胡 歌', 13), ('琅 琊 榜', '胡 歌', 13)]","[('伪 装 者', '胡 歌', 13)]"
1285,《凤凰路》是由原深圳晚报记者涂俏与深圳晚报摄影记者陈远忠联合导演的一部纪录片,"[('凤 凰 路', '涂 俏', 14), ('凤 凰 路', '陈 远 忠', 14)]","[('凤 凰 路', '陈 远 忠', 14)]"
1286,张兰于2000年在北京创办的俏江南，在饮食界享有名气,"[('俏 江 南', '2000 年', 17)]","[('俏 江 南', '2000 年', 17)]"
1287,《我们的家园·台湾》是1998年10月1日山东画报出版社出版的图书，作者是杨立宪,"[('我 们 的 家 园 · 台 湾', '山 东 画 报 出 版 社', 12)]","[('我 们 的 家 园 · 台 湾', '山 东 画 报 出 版 社', 12)]"
1288,唐汝奎 河北献县人,"[('唐 汝 奎', '河 北 献 县', 2)]","[('唐 汝 奎', '河 北 献 县', 2)]"
1289,《传记袖珍馆1：李嘉诚传》是2011年哈尔滨出版社出版的图书,"[('传 记 袖 珍 馆 1 ： 李 嘉 诚 传', '哈 尔 滨', 12)]","[('传 记 袖 珍 馆 1 ： 李 嘉 诚 传', '哈 尔 滨 出 版 社', 12)]"
1290,上林县山水牛畜牧业有限公司于2014年07月29日在上林县工商行政管理局登记成立,"[('上 林 县 山 水 牛 畜 牧 业 有 限 公 司', '2014 年 07 月 29 日', 17)]","[('上 林 县 山 水 牛 畜 牧 业 有 限 公 司', '2014 年 07 月 29 日', 17)]"
1291,《血手遮天》是在起点中文网连载的小说，作者是疑似王,"[('血 手 遮 天', '起 点 中 文 网', 10)]","[('血 手 遮 天', '疑 似 王', 11)]"
1292,主演陈维冠执导的都市剧《幕后玩家》，在剧中饰演出身大家闰秀且工于心计的顾成双,"[('幕 后 玩 家', '陈 维 冠', 14)]","[('幕 后 玩 家', '陈 维 冠', 14)]"
1293,王麟也是著名网红歌手《漂亮的姑娘就要嫁人了》歌很有名，姑娘龙梅子却一般般郑源的歌非常著名，但是郑源却是非常低调的一个人李圣杰的《痴心绝对》，曾经大火特火，但是很多人却不知道李圣杰是谁，上了歌手第一轮就惨败，实在是有点点背,"[('痴 心 绝 对', '王 麟', 6)]","[('痴 心 绝 对', '李 圣 杰', 6)]"
1294,广州兴龙智慧医疗科技有限公司成立于2015年，是义晟集团旗下的一家主要专注于运动康复机器人产品研发、生产、推广和康复整体解决方案的高科技企业，总部位于广州市番禺区,"[('广 州 兴 龙 智 慧 医 疗 科 技 有 限 公 司', '2015 年', 17)]","[('广 州 兴 龙 智 慧 医 疗 科 技 有 限 公 司', '2015 年', 17)]"
1295,月星集团有限公司简称（月星集团）创立于1988年，在改革开放经济大潮的推动下，已发展成为一家业务多元化的大型集团，作为江苏省委、省政府重点支持的民营企业,"[('月 星 集 团', '1988 年', 17)]","[('月 星 集 团 有 限 公 司', '1988 年', 17)]"
1296,正是出于以上目的，编者叶晖依据最新的法律法规编写了《发票管理370问》,"[('发 票 管 理 370 问', '叶 晖', 11)]","[('发 票 管 理 370 问', '叶 晖', 11)]"
1297,"别看张逸杰人小,演技却不错,2012年,在热播玄幻剧《轩辕剑之天之痕》中,张逸杰也是有精彩的表演,长大成人的宇文拓是由胡歌扮演,而童年的宇文拓却是由张逸杰扮演的，用眼神诠释了童年的宇文拓的不幸","[('轩 辕 剑 之 天 之 痕', '张 逸 杰', 13)]","[('轩 辕 剑 之 天 之 痕', '胡 歌', 13)]"
1298,张翰，在电视剧《杉杉来了》中扮演的高冷霸道总裁封腾，让很多人印象深刻,"[('杉 杉 来 了', '张 翰', 13)]","[('杉 杉 来 了', '张 翰', 13)]"
1299,还在赖水清担任总导演，改编自金庸同名小说《天龙八部》中饰演丐帮副帮主马大主马大元之妻康敏,"[('天 龙 八 部', '赖 水 清', 14)]","[('天 龙 八 部', '赖 水 清', 14)]"
1300,虽然这样的鲁肃的形象并不是罗贯中笔下的鲁肃的形象，但是高希希本来就没打算翻拍《三国演义》，人家的片名本来就叫《三国》，顶多加一个“新”字，网上的那些喷子们何必拿《三国演义》来苛求他呢,"[('三 国 演 义', '罗 贯 中', 11)]","[('三 国 演 义', '罗 贯 中', 11)]"
1301,剧情简介《敦煌》是中央电视台继《故宫》之后推出的又一部力作，旨在记录敦煌地区历史文化的发展脉络，深入揭示敦煌两千多年来的文化内涵,"[('敦 煌', '中 央 电 视 台', 0)]","[('敦 煌', '中 央 电 视 台', 0)]"
1302,《这个杀手不太冷》于1994年11月18日上映时，波特曼年仅十三岁,"[('这 个 杀 手 不 太 冷', '1994 年 11 月 18 日', 16)]","[('这 个 杀 手 不 太 冷', '1994 年', 16)]"
1303,他有很多秘密(6)作品鉴赏小说《那小子真帅》是韩国美少女作家可爱淘的第一部作品,"[('那 小 子 真 帅', '可 爱 淘', 11)]","[('那 小 子 真 帅', '可 爱 淘', 11)]"
1304,早年经历2004年赵新琦被选拔进入顺义一中学习,[],"[('赵 新 琦', '顺 义 一 中', 5)]"
1305,《暴走神探》不仅有监制尔冬升、导演罗卓瑶、编剧方令正坐镇，更是请来业界顶级美术指导奚仲文、香港服装指导吴里璐两位业界大咖对每一个场景和环节进行设计和把关,"[('暴 走 神 探', '罗 卓 瑶', 14)]","[('暴 走 神 探', '罗 卓 瑶', 14)]"
1306,《西游记》《西游记》是中央电视台动画部和中国国际电视总公司火炬动画分公司结合制造的动画作品，全集52集，导演方润南,"[('西 游 记', '方 润 南', 14), ('西 游 记', '中 国 国 际 电 视 总 公 司', 0)]","[('西 游 记', '方 润 南', 14)]"
1307,《知你冷暖，懂你悲欢》对于王铮亮而言，更是一首“家”主题的音乐作品,"[('知 你 冷 暖 ， 懂 你 悲 欢', '王 铮 亮', 6)]","[('知 你 冷 暖 ， 懂 你 悲 欢', '王 铮 亮', 6)]"
1308,2014年1月12日晚，艾米·亚当斯凭借在《美国骗局》中的表演捧得获得第71届金球奖电影类最佳音乐喜剧片女主角奖杯2,"[('美 国 骗 局', '艾 米 · 亚 当 斯', 13)]","[('美 国 骗 局', '艾 米 · 亚 当 斯', 13)]"
1309,不过拍《北京爱情故事》之前陈思诚就看过佟丽娅演的戏，他觉得佟丽娅很漂亮，演技不错,"[('北 京 爱 情 故 事', '陈 思 诚', 13), ('北 京 爱 情 故 事', '佟 丽 娅', 13)]","[('北 京 爱 情 故 事', '佟 丽 娅', 13)]"
1310,2015年的《西游记之大圣归来》，这部由田晓鹏执导的动画型神话西游记，虽然不是在春节上映，而是在7月份上映，但仅仅在内地的票房也收获了9.56亿人民币,"[('西 游 记 之 大 圣 归 来', '田 晓 鹏', 14)]","[('西 游 记 之 大 圣 归 来', '田 晓 鹏', 14)]"
1311,亨里克·鲁瓦诺，巴西运动员，运动项目足球,"[('亨 里 克 · 鲁 瓦 诺', '巴 西', 1)]","[('亨 里 克 · 鲁 瓦 诺', '巴 西', 1)]"
1312,7、东鹏洁具上榜理由：东鹏洁具始创于1994年，坐落“南国陶都——佛山石湾”，专心于卫浴的研制、制作、出售、效劳的卫浴企业,"[('东 鹏 洁 具', '1994 年', 17)]","[('东 鹏 洁 具', '1994 年', 17)]"
1313,早在《红海行动》预告片在北美发布时，就有媒体质疑电影涉嫌抄袭：“迈克尔·贝（《变形金刚》系列电影导演）如果出生在中国，大概会拍这样的电影，里面有他所有经典爆炸场景,"[('变 形 金 刚', '迈 克 尔 · 贝', 14)]","[('变 形 金 刚', '迈 克 尔 · 贝', 14)]"
1314,影视资料台视1995年《聊斋·倩女幽魂前传》（7部）由下面7个单元组成：,[],"[('倩 女 幽 魂 前 传', '1995 年', 16)]"
1315,人物简介李卿云（1903-1991），祖籍南安石井溪东村,"[('李 卿 云', '1903', 4)]","[('李 卿 云', '1903', 4)]"
1316,2012年9月4日，第17届三星财产杯32强双败淘汰赛首轮【芮乃伟胜小松英树】3700胜纪录2008年7月7日，在东京日本棋院进行的第18期龙星战预选赛中，小松英树九段执白中盘战胜酒井猛九段，达成个人第700胜(349败3和棋1无胜负)，成为日本史上第31人,"[('小 松 英 树', '日 本', 1)]","[('小 松 英 树', '日 本', 1)]"
1317,研发实力驻马店市王守义十三香调味品集团有限公司始创于1984年，是国内大型香辛料调味品生产企业,"[('王 守 义 十 三 香', '1984 年', 17)]","[('王 守 义 十 三 香', '1984 年', 17)]"
1318,香港导演元彬执导的35集大型古装动作喜剧《妙手神捕俏佳人》，已经完成全部制作,"[('妙 手 神 捕 俏 佳 人', '元 彬', 14)]","[('妙 手 神 捕 俏 佳 人', '元 彬', 14)]"
1319,10月19日，经辽宁省民政厅批准的辽宁省民法学会1成立大会在普兰店市举行,"[('辽 宁 省 民 法 学 会', '10 月 19 日', 17)]","[('辽 宁 省 民 法 学 会', '10 月 19 日', 17)]"
1320,淮南维纳斯摄影会所，又名淮南维纳斯婚纱摄影，于2005年，在发展的历程上始终秉承“质量第一，服务第一，不断创新”的宗旨，经过6年的拼搏奋斗，淮南维纳斯在服务、环境、婚纱礼服、摄影风格、新娘妆面上都能结合淮南市民所喜爱和接受的方式提供选择，不断发展,"[('淮 南 维 纳 斯 摄 影 会 所', '2005 年', 17)]","[('淮 南 维 纳 斯 摄 影 会 所', '2005 年', 17)]"
1321,诸暨市第三人民医院的前身为诸暨市牌头医院，创建于1953年，是一所综合性市级医院,"[('诸 暨 市 第 三 人 民 医 院', '1953 年', 17)]","[('诸 暨 市 第 三 人 民 医 院', '1953 年', 17)]"
1322,李振宇，男，韩国演员，出演了两大经典形象，一个是《明成皇后》里面那个一直在成长的高宗皇帝，另一个是《千秋太后》里面深谋远虑赛诸葛的大辽宰相,"[('明 成 皇 后', '李 振 宇', 13), ('李 振 宇', '韩 国', 1)]","[('明 成 皇 后', '李 振 宇', 13)]"
1323,华晨宇全面改编周杰伦的《双截棍》，为什么有人会不喜欢,"[('双 截 棍', '周 杰 伦', 6)]","[('双 截 棍', '周 杰 伦', 6)]"
1324,3.《想太多》 李玖哲“是我想太多，你总这样说，但你却没有真的心疼我,"[('想 太 多', '李 玖 哲', 6)]","[('想 太 多', '李 玖 哲', 6)]"
1325,《从阴间来》是1991年(勤+缘)卫斯理科幻系列(3)‧卫斯理出版社出版的图书，作者是倪匡,"[('从 阴 间 来', '倪 匡', 11), ('从 阴 间 来', '卫 斯 理 出 版 社', 12)]","[('从 阴 间 来', '倪 匡', 11)]"
