,text,pre,truth
551,"人物简介梁文源， 1960年6月1日生于陕西洋县，1979年考入西北大学中文系,1983年毕业参加中国人民解放军","[('梁 文 源', '1960 年 6 月 1 日', 4), ('梁 文 源', '中 国', 1), ('梁 文 源', '陕 西 洋 县', 2)]","[('梁 文 源', '1960 年 6 月 1 日', 4), ('梁 文 源', '西 北 大 学', 5), ('梁 文 源', '陕 西 洋 县', 2)]"
552,《吉祥欢聚锅庄》是索朗扎西的音乐作品，收录在《幸福香巴拉》专辑中,"[('吉 祥 欢 聚 锅 庄', '幸 福 香 巴 拉', 7)]","[('幸 福 香 巴 拉', '索 朗 扎 西', 6), ('吉 祥 欢 聚 锅 庄', '索 朗 扎 西', 6), ('吉 祥 欢 聚 锅 庄', '幸 福 香 巴 拉', 7)]"
553,孙德兰，女，汉族，1962年出生于沈阳，1980年考入北京大学地理系经济地理专业，获学士学位1，1984年参加工作，九三学社社员,"[('孙 德 兰', '沈 阳', 2), ('孙 德 兰', '1962 年', 4), ('孙 德 兰', '汉 族', 3), ('孙 德 兰', '北 京 大 学', 5)]","[('孙 德 兰', '沈 阳', 2), ('孙 德 兰', '1962 年', 4), ('孙 德 兰', '北 京 大 学', 5)]"
554,1986年夏，大陆第一部由琼瑶同名小说改编的连续剧《在水一方》被江苏电视台搬上荧屏，共四集，由李芸、王诗槐、马晓伟主演,"[('在 水 一 方', '王 诗 槐', 13), ('在 水 一 方', '琼 瑶', 11), ('在 水 一 方', '马 晓 伟', 13), ('在 水 一 方', '李 芸', 13)]","[('在 水 一 方', '王 诗 槐', 13), ('在 水 一 方', '马 晓 伟', 13), ('在 水 一 方', '李 芸', 13)]"
555,吕克强，男，1973年5月出生，海南万宁人，汉族，大专学历，1996年1月参加工作，1997年7月加入中国共产党,"[('吕 克 强', '1973 年 5 月', 4), ('吕 克 强', '中 国', 1), ('吕 克 强', '汉 族', 3), ('吕 克 强', '海 南 万 宁', 2)]","[('吕 克 强', '1973 年 5 月', 4), ('吕 克 强', '汉 族', 3), ('吕 克 强', '海 南 万 宁', 2)]"
556,个人简介1957年生，大专，汉族，台州人（台州椒江），经济师，民建十届中央委员会委员，1988年，叶仙玉筹集到200万元资金，在浙江台州地区创办了“星星集团”的前身——椒江市电冰箱厂,"[('星 星 集 团', '1957 年', 17)]","[('叶 仙 玉', '浙 江 台 州', 2), ('叶 仙 玉', '汉 族', 3), ('叶 仙 玉', '1957 年', 4)]"
557,《不要忘记我》是台湾男歌手纪佳松2013年发表的中文歌曲，所属专辑为《梦游》,"[('不 要 忘 记 我', '纪 佳 松', 6), ('不 要 忘 记 我', '梦 游', 7)]","[('不 要 忘 记 我', '纪 佳 松', 6), ('不 要 忘 记 我', '梦 游', 7), ('不 要 忘 记 我', '纪 佳 松', 9)]"
558,沙存善，男，回族，1965年9月出生，甘肃临夏人，1986年9月参加工作，2000年12月加入中国共产党,"[('沙 存 善', '回 族', 3)]","[('沙 存 善', '甘 肃 临 夏', 2), ('沙 存 善', '回 族', 3), ('沙 存 善', '1965 年 9 月', 4)]"
559,程鹏，男，汉族，甘肃张掖人，1963年8月生，1982年10月参加工作，在职大学学历（2007年1月山东财经学院会计专业毕业）,"[('程 鹏', '甘 肃 张 掖', 2), ('程 鹏', '汉 族', 3)]","[('程 鹏', '甘 肃 张 掖', 2), ('程 鹏', '汉 族', 3), ('程 鹏', '1963 年 8 月', 4)]"
560,《等你爱我》是2011年江苏文艺出版社出版的图书，作者是艾米,"[('等 你 爱 我', '江 苏 文 艺 出 版 社', 12)]","[('等 你 爱 我', '江 苏 文 艺 出 版 社', 12), ('米', '江 苏 文 艺 出 版 社', 12), ('等 你 爱 我', '艾 米', 11)]"
561,《怎么可以没有你》是林子祥的音乐作品，郑国江作曲，收录在《小说歌集》专辑中,"[('怎 么 可 以 没 有 你', '小 说 歌 集', 7), ('怎 么 可 以 没 有 你', '郑 国 江', 9)]","[('怎 么 可 以 没 有 你', '小 说 歌 集', 7), ('怎 么 可 以 没 有 你', '郑 国 江', 9), ('怎 么 可 以 没 有 你', '林 子 祥', 6)]"
562,歌曲创作团队小小中国心1  作词：丁荣华  作曲：李嘉评  编曲：李锋  演唱：赵天鸽（10岁录音）歌曲内容歌词：小小中国心2，来自父母亲，  父亲和母亲都是中国心，  父亲和母亲都是中国心,"[('小 小 中 国 心', '李 嘉 评', 9), ('小 小 中 国 心', '丁 荣 华', 8)]","[('小 小 中 国 心', '李 嘉 评', 9), ('小 小 中 国 心', '丁 荣 华', 8), ('小 小 中 国 心', '赵 天 鸽', 6)]"
563,《公共生活评论（第2辑）》是2011-年中国社会科学出版社出版的图书，作者是郑广怀、朱健刚,"[('公 共 生 活 评 论 （ 第 2 辑 ）', '郑 广 怀', 11), ('公 共 生 活 评 论 （ 第 2 辑 ）', '朱 健 刚', 11), ('公 共 生 活 评 论 （ 第 2 辑 ）', '中 国 社 会 科 学 出 版 社', 12)]","[('公 共 生 活 评 论 （ 第 2 辑 ）', '郑 广 怀', 11), ('公 共 生 活 评 论 （ 第 2 辑 ）', '中 国 社 会 科 学 出 版 社', 12), ('公 共 生 活 评 论 （ 第 2 辑 ）', '朱 健 刚', 11)]"
564,《导读布朗肖》一书由(英)乌尔里希·哈泽/(英)威廉·拉奇所著，重庆大学出版社出版发行,"[('导 读 布 朗 肖', '乌 尔 里 希 · 哈 泽', 11), ('导 读 布 朗 肖', '重 庆 大 学 出 版 社', 12), ('导 读 布 朗 肖', '威 廉 · 拉 奇', 11)]","[('导 读 布 朗 肖', '乌 尔 里 希 · 哈 泽', 11), ('导 读 布 朗 肖', '威 廉 · 拉 奇', 11), ('导 读 布 朗 肖', '重 庆 大 学 出 版 社', 12)]"
565,《李洛夫奇案》是导演李英洛执导，吕良伟、任达华等主演的警匪片,"[('李 洛 夫 奇 案', '李 英 洛', 14)]","[('李 洛 夫 奇 案', '任 达 华', 13), ('李 洛 夫 奇 案', '李 英 洛', 14), ('李 洛 夫 奇 案', '吕 良 伟', 13)]"
566,《红颜劫》，是电视剧《后宫甄嬛传》的片头曲，由姚贝娜演唱，刘欢作曲，崔恕填词,"[('红 颜 劫', '崔 恕', 8), ('红 颜 劫', '姚 贝 娜', 6), ('红 颜 劫', '刘 欢', 9)]","[('红 颜 劫', '崔 恕', 8), ('红 颜 劫', '姚 贝 娜', 6), ('红 颜 劫', '刘 欢', 9)]"
567,在周星驰鼎盛期的《最佳女婿》、《逃学威龙》、《鹿鼎记》、《赌圣》、《赌侠》、《九品芝麻官》里，张敏冷艳迷人，存在感十足,[],"[('逃 学 威 龙', '张 敏', 13), ('最 佳 女 婿', '周 星 驰', 13), ('逃 学 威 龙', '周 星 驰', 13)]"
568,张杨自己早期作品有《洗澡》（姜武＼濮存昕主演），《爱情麻辣烫》（徐静蕾＼高圆圆主演，也是高圆圆的处女作）,"[('爱 情 麻 辣 烫', '高 圆', 11), ('爱 情 麻 辣 烫', '张 杨', 11)]","[('爱 情 麻 辣 烫', '徐 静 蕾', 13), ('爱 情 麻 辣 烫', '高 圆 圆', 13), ('爱 情 麻 辣 烫', '张 杨', 14)]"
569,廖焰山，男，汉族，1974年10月出生，湖北嘉鱼人，大学学历,"[('廖 焰 山', '湖 北 嘉 鱼', 2), ('廖 焰 山', '1974 年 10 月', 4), ('廖 焰 山', '汉 族', 3)]","[('廖 焰 山', '湖 北 嘉 鱼', 2), ('廖 焰 山', '1974 年 10 月', 4), ('廖 焰 山', '汉 族', 3)]"
570,德木其格，男，一九四九年七月出生，内蒙古乌兰察布盟察右后旗人，蒙古族，中共党员，一九六八年毕业于乌兰察布盟民族中学设立第一期师范班,"[('德 木 其 格', '蒙 古 族', 3)]","[('德 木 其 格', '蒙 古 族', 3), ('德 木 其 格', '一 九 四 九 年 七 月', 4), ('德 木 其 格', '内 蒙 古 乌 兰 察 布 盟 察 右 后 旗', 2)]"
571,辛锋涛，男， 1977年08月出生，陕西西安人，汉族，中共党员，大学文化程度，现任中共灞桥区洪庆街道工作委员会副书记、办事处主任,"[('辛 锋 涛', '陕 西 西 安', 2), ('辛 锋 涛', '汉 族', 3), ('辛 锋 涛', '1977 年 08 月', 4)]","[('辛 锋 涛', '陕 西 西 安', 2), ('辛 锋 涛', '汉 族', 3), ('辛 锋 涛', '1977 年 08 月', 4)]"
572,个人简介名字：匡贤明　　性别：男　　出生：不详　　时代：现代　　国籍：中国　　民族：汉族　　祖籍：海南　　职业：学者工作项目近年来，主持并完成省部级课题四项,"[('匡 贤 明', '汉 族', 3), ('匡 贤 明', '中 国', 1)]","[('匡 贤 明', '汉 族', 3), ('匡 贤 明', '中 国', 2), ('匡 贤 明', '中 国', 1)]"
573,徐振良，男，汉族，山东昌邑人，1952年6月出生，中共党员，中专学历，现任福建省人大常委会办公厅行政处处长,"[('徐 振 良', '山 东 昌 邑', 2), ('徐 振 良', '汉 族', 3)]","[('徐 振 良', '山 东 昌 邑', 2), ('徐 振 良', '汉 族', 3), ('徐 振 良', '1952 年 6 月', 4)]"
574,孙志礼，男，汉族，1957年11月生，山东省巨野县人，中共党员,"[('孙 志 礼', '山 东 省 巨 野 县', 2), ('孙 志 礼', '1957 年 11 月', 4), ('孙 志 礼', '汉 族', 3)]","[('孙 志 礼', '1957 年 11 月', 4), ('孙 志 礼', '汉 族', 3), ('孙 志 礼', '山 东', 2)]"
575,邹国松，男，汉族，正安县人，生于1956年5月，大学文化，1973年8月参加工作，无党派人士，现任正安县人大常委会副主任,"[('邹 国 松', '1956 年 5 月', 4), ('邹 国 松', '正 安 县', 2), ('邹 国 松', '汉 族', 3)]","[('邹 国 松', '1956 年 5 月', 4), ('邹 国 松', '正 安 县', 2), ('邹 国 松', '汉 族', 3)]"
576,张家瑜（1915 —1968），汉族，江苏扬州人，是张嗣昌长子、医学家,"[('张 家 瑜', '1915', 4), ('张 家 瑜', '江 苏 扬 州', 2), ('张 家 瑜', '汉 族', 3)]","[('张 家 瑜', '1915', 4), ('张 家 瑜', '江 苏 扬 州', 2), ('张 家 瑜', '汉 族', 3)]"
577,歌曲《迁就》由邰正宵填词，河村隆一、吉田美智子谱曲，吴庆隆编曲，邰正宵演唱版本收录于1998年5月发行的《相思如麻》专辑,"[('迁 就', '吉 田 美 智 子', 9), ('迁 就', '河 村 隆 一', 9)]","[('迁 就', '河 村 隆 一', 9), ('迁 就', '邰 正 宵', 6), ('迁 就', '相 思 如 麻', 7)]"
578,欧阳小珍，女，生于1962年1月，汉族，江西省南昌市人，管理硕士，营销学博士在读,"[('欧 阳 小 珍', '1962 年 1 月', 4), ('欧 阳 小 珍', '汉 族', 3), ('欧 阳 小 珍', '江 西 省 南 昌 市', 2)]","[('欧 阳 小 珍', '1962 年 1 月', 4), ('欧 阳 小 珍', '汉 族', 3), ('欧 阳 小 珍', '江 西 省 南 昌 市', 2)]"
579,《移情别恋》是郭峰演唱的一首歌曲，由郭峰填词，郭峰谱曲,"[('移 情 别 恋', '郭 峰', 8), ('移 情 别 恋', '郭 峰', 9), ('移 情 别 恋', '郭 峰', 6)]","[('移 情 别 恋', '郭 峰', 8), ('移 情 别 恋', '郭 峰', 9), ('移 情 别 恋', '郭 峰', 6)]"
580,《常减压蒸馏装置安全运行与管理》是2006年中国石化出版社出版的图书，作者是孙玉良、闵祥禄,"[('常 减 压 蒸 馏 装 置 安 全 运 行 与 管 理', '闵 祥 禄', 11), ('常 减 压 蒸 馏 装 置 安 全 运 行 与 管 理', '中 国 石 化 出 版 社', 12), ('常 减 压 蒸 馏 装 置 安 全 运 行 与 管 理', '孙 玉 良', 11)]","[('常 减 压 蒸 馏 装 置 安 全 运 行 与 管 理', '闵 祥 禄', 11), ('常 减 压 蒸 馏 装 置 安 全 运 行 与 管 理', '中 国 石 化 出 版 社', 12), ('常 减 压 蒸 馏 装 置 安 全 运 行 与 管 理', '孙 玉 良', 11)]"
581,杜慧度（374年—423年），中国东晋、刘宋之际的封疆大吏，本贯京兆（今陕西西安），生于交趾朱鹴（今越南河内东南），是交州刺史杜瑗之子,"[('杜 慧 度', '交 趾 朱 [UNK]', 2)]","[('杜 慧 度', '374 年', 4), ('杜 慧 度', '交 趾 朱 [UNK]', 2), ('杜 慧 度', '中 国', 1)]"
582,王爱华，女，汉族，国籍中国，出生于1961年,"[('王 爱 华', '汉 族', 3), ('王 爱 华', '中 国', 1)]","[('王 爱 华', '汉 族', 3), ('王 爱 华', '中 国', 1), ('王 爱 华', '1961 年', 4)]"
583,其实《武林外传》并不是宁财神的首部作品，在这之前他就已经写了《都市男女》，这部剧和《武林外传》差不多，导演尚敬，编剧宁财神，主演黄芳翎、王景春,"[('都 市 男 女', '王 景 春', 13), ('都 市 男 女', '尚 敬', 14), ('都 市 男 女', '黄 芳 翎', 13)]","[('都 市 男 女', '王 景 春', 13), ('都 市 男 女', '尚 敬', 14), ('都 市 男 女', '黄 芳 翎', 13)]"
584,《你还在》是由葛大为作词，林凡演唱的一首歌，出自专辑《爱情_很突然》,"[('你 还 在', '葛 大 为', 8), ('你 还 在', '林 凡', 6), ('你 还 在', '爱 情 _ 很 突 然', 7)]","[('你 还 在', '葛 大 为', 8), ('你 还 在', '林 凡', 6), ('你 还 在', '爱 情 _ 很 突 然', 7)]"
585,《相爱恨早》是那英演唱的歌曲，由尹约作词，钱雷作曲,"[('相 爱 恨 早', '钱 雷', 9), ('相 爱 恨 早', '尹 约', 8), ('相 爱 恨 早', '那 英', 6)]","[('相 爱 恨 早', '钱 雷', 9), ('相 爱 恨 早', '尹 约', 8), ('相 爱 恨 早', '那 英', 6)]"
586,多肯·胡玛什，男，哈萨克族，1966年1月出生，出生地新疆哈巴河，入党时间1992年7月，参加工作时间1986年5月，现任职务为富蕴县人民政府副县长,"[('多 肯 · 胡 玛 什', '哈 萨 克 族', 3)]","[('多 肯 · 胡 玛 什', '1966 年 1 月', 4), ('多 肯 · 胡 玛 什', '新 疆 哈 巴 河', 2), ('多 肯 · 胡 玛 什', '哈 萨 克 族', 3)]"
587,邓大枫男，汉族，1969年10月生，江苏扬州人，省委党校大学学历，中共党员，现任琅琊区东门街道党工委副书记、办事处主任（主持街道全面工作），拟任琅琊区东门街道党工委书记,"[('邓 大 枫', '汉 族', 3), ('邓 大 枫', '江 苏 扬 州', 2), ('苏', '汉 族', 3)]","[('苏 扬', '江 苏 扬 州', 2), ('苏 扬', '1969 年 10 月', 4), ('苏 扬', '汉 族', 3)]"
588,《为爱漂泊》是由宋普照作词，帅小哥作曲，海哲明演唱的一首歌曲,"[('为 爱 漂 泊', '宋 普 照', 8), ('为 爱 漂 泊', '海 哲 明', 6), ('为 爱 漂 泊', '帅 小 哥', 9)]","[('为 爱 漂 泊', '宋 普 照', 8), ('为 爱 漂 泊', '海 哲 明', 6), ('为 爱 漂 泊', '帅 小 哥', 9)]"
589,《天才进化论》是于2012年首播的喜剧、偶像、爱情电视剧，由张馨元执导，由沈腾等主演,"[('天 才 进 化 论', '张 馨 元', 14), ('天 才 进 化 论', '2012 年', 16)]","[('天 才 进 化 论', '张 馨 元', 14), ('天 才 进 化 论', '2012 年', 16), ('天 才 进 化 论', '沈 腾', 13)]"
590,《烈日灼人》是由尼基塔·米哈尔科夫执导，尼基塔·米哈尔科夫、欧列格·米契柯夫等主演的剧情片,"[('烈 日 灼 人', '尼 基 塔 · 米 哈 尔 科 夫', 14)]","[('烈 日 灼 人', '欧 列 格 · 米 契 柯 夫', 13), ('烈 日 灼 人', '尼 基 塔 · 米 哈 尔 科 夫', 13), ('烈 日 灼 人', '尼 基 塔 · 米 哈 尔 科 夫', 14)]"
591,武海跃，男，汉族，1958年9月生，陕西眉县人，1976年12月参加工作，1979年3月加入中国共产党，自治区党校研究生学历(2003年7月自治区党校函授马克思主义理论与思想政治教育专业毕业),"[('武 海 跃', '陕 西 眉 县', 2), ('武 海 跃', '汉 族', 3)]","[('武 海 跃', '陕 西 眉 县', 2), ('武 海 跃', '汉 族', 3), ('武 海 跃', '1958 年 9 月', 4)]"
592,《美国动画素描基础》是2013年上海人民美术出版社出版的图书，作者是美凯文·海德培斯，美斯蒂芬·米萨,"[('美 国 动 画 素 描 基 础', '凯 文 · 海 德 培 斯', 11), ('美 国 动 画 素 描 基 础', '上 海 人 民 美 术 出 版 社', 12)]","[('美 国 动 画 素 描 基 础', '斯 蒂 芬 · 米 萨', 11), ('美 国 动 画 素 描 基 础', '凯 文 · 海 德 培 斯', 11), ('美 国 动 画 素 描 基 础', '上 海 人 民 美 术 出 版 社', 12)]"
593,《中国篆刻字典》是2004年世界图书出版公司出版的图书，作者倪文东、郭方宏,"[('倪 文 东', '中 国', 1), ('郭 方 宏', '中 国', 1), ('中 国 篆 刻 字 典', '世 界 图 书 出 版 公 司', 12)]","[('中 国 篆 刻 字 典', '倪 文 东', 11), ('中 国 篆 刻 字 典', '郭 方 宏', 11), ('中 国 篆 刻 字 典', '世 界 图 书 出 版 公 司', 12)]"
594,叶大柱，男，汉族，1975年7月生，广西北海人，2000年9月入党，1998年12月参加工作，广西大学商学院企业管理专业毕业，助理经济师,"[('叶 大 柱', '汉 族', 3), ('叶 大 柱', '广 西 北 海', 2)]","[('叶 大 柱', '汉 族', 3), ('叶 大 柱', '广 西 北 海', 2), ('叶 大 柱', '1975 年 7 月', 4)]"
595,2001年，与江珊、李幼斌共同主演励志情感剧《永不放弃》，在剧中饰演外科主任梅云，该剧获得第22届中国电视剧飞天奖长篇电视剧二等奖,"[('永 不 放 弃', '李 幼 斌', 13), ('永 不 放 弃', '江 珊', 13)]","[('永 不 放 弃', '李 幼 斌', 13), ('永 不 放 弃', '江 珊', 13), ('永 不 放 弃', '2001 年', 16)]"
596,妮娜·普拉芬出生于1982年9月21日，是印度的一名女子运动员,"[('妮 娜 · 普 拉 芬', '1982 年 9 月 21 日', 4), ('妮 娜 · 普 拉 芬', '印 度', 2)]","[('妮 娜 · 普 拉 芬', '1982 年 9 月 21 日', 4), ('妮 娜 · 普 拉 芬', '印 度', 1), ('妮 娜 · 普 拉 芬', '印 度', 2)]"
597,普永贵，男，彝族，1971年3月19日生，云南昆明晋宁人,"[('普 永 贵', '1971 年 3 月 19 日', 4), ('普 永 贵', '云 南 昆 明 晋 宁', 2), ('普 永 贵', '彝 族', 3)]","[('普 永 贵', '1971 年 3 月 19 日', 4), ('普 永 贵', '云 南 昆 明 晋 宁', 2), ('普 永 贵', '彝 族', 3)]"
598,王以贵，男，汉族，1962年7月出生，新疆玛纳斯人，1980年11月参加工作，1986年7月加入中国共产党，在职大学学历，工程师职称,"[('王 以 贵', '新 疆 玛 纳 斯', 2), ('王 以 贵', '汉 族', 3)]","[('王 以 贵', '新 疆 玛 纳 斯', 2), ('王 以 贵', '汉 族', 3), ('王 以 贵', '1962 年 7 月', 4)]"
599,《蓝色的蒙古高原》是著名蒙古族歌唱家、新一代草原歌王齐峰演唱的一首单曲，收录在2003年1月发行的齐峰个人音乐专辑《我和草原有个约定》中,"[('蓝 色 的 蒙 古 高 原', '我 和 草 原 有 个 约 定', 7), ('齐 峰', '蒙 古 族', 3), ('蓝 色 的 蒙 古 高 原', '齐 峰', 6)]","[('蓝 色 的 蒙 古 高 原', '我 和 草 原 有 个 约 定', 7), ('我 和 草 原 有 个 约 定', '齐 峰', 6), ('蓝 色 的 蒙 古 高 原', '齐 峰', 6)]"
600,毛英子 男，蒙古族，1931年9月出生，内蒙古扎兰屯人,"[('毛 英 子', '蒙 古 族', 3)]","[('毛 英 子', '1931 年 9 月', 4), ('毛 英 子', '蒙 古 族', 3), ('毛 英 子', '内 蒙 古 扎 兰 屯', 2)]"
601,"歌曲介绍《抽烟女人的黑夜》是专辑中与《双面人》并肩的重点主打歌曲,加上姜佑泽唯美的和声,使得整首歌跌宕起伏,意境感十足","[('抽 烟 女 人 的 黑 夜', '双 面 人', 7), ('抽 烟 女 人 的 黑 夜', '姜 佑 泽', 6)]","[('双 面 人', '姜 佑 泽', 9), ('双 面 人', '姜 佑 泽', 6), ('抽 烟 女 人 的 黑 夜', '姜 佑 泽', 6)]"
602,《合同法实务与案例评析（上下）》是2002年中国工商出版社出版的图书，作者是刘娜娜、耿淑芬,"[('合 同 法 实 务 与 案 例 评 析 （ 上 下 ）', '中 国 工 商 出 版 社', 12)]","[('合 同 法 实 务 与 案 例 评 析 （ 上 下 ）', '刘 娜 娜', 11), ('合 同 法 实 务 与 案 例 评 析 （ 上 下 ）', '耿 淑 芬', 11), ('合 同 法 实 务 与 案 例 评 析 （ 上 下 ）', '中 国 工 商 出 版 社', 12)]"
603,萨姆·蒂明斯，男，1997年5月23日出生于新西兰达尼丁，三人篮球运动员,"[('萨 姆 · 蒂 明 斯', '1997 年 5 月 23 日', 4), ('萨 姆 · 蒂 明 斯', '新 西 兰 达 尼 丁', 2)]","[('萨 姆 · 蒂 明 斯', '新 西 兰', 1), ('萨 姆 · 蒂 明 斯', '1997 年 5 月 23 日', 4), ('萨 姆 · 蒂 明 斯', '新 西 兰 达 尼 丁', 2)]"
604,武士学  男，吉林大安人，1942年生，1960年嫩江抢险中患病休学，1963年于大安一中高中毕业参加工作,"[('武 士 学', '吉 林 大 安', 2), ('武 士 学', '1942 年', 4), ('武 士 学', '大 安 一 中', 5)]","[('武 士 学', '吉 林 大 安', 2), ('武 士 学', '1942 年', 4), ('武 士 学', '大 安 一 中', 5)]"
605,《美错》是王菲演唱的一首歌曲，由林夕填词，郭子谱曲,"[('美 错', '郭 子', 9), ('美 错', '林 夕', 8), ('美 错', '王 菲', 6)]","[('美 错', '林 夕', 8), ('美 错', '郭 子', 9), ('美 错', '王 菲', 6)]"
606,基本信息风华绝代  词：雪漫  曲：枫林  演唱：云菲菲  歌词西施姑娘从吴国走,"[('风 华 绝 代', '雪 漫', 8)]","[('风 华 绝 代', '雪 漫', 8), ('风 华 绝 代', '枫 林', 9), ('风 华 绝 代', '云 菲 菲', 6)]"
607,《漂亮的姑娘就要嫁人了》是华人歌手周虹/邓杰专辑《浓情蜜语》里的一首单曲,"[('漂 亮 的 姑 娘 就 要 嫁 人 了', '浓 情 蜜 语', 7), ('漂 亮 的 姑 娘 就 要 嫁 人 了', '周 虹', 6)]","[('漂 亮 的 姑 娘 就 要 嫁 人 了', '浓 情 蜜 语', 7), ('漂 亮 的 姑 娘 就 要 嫁 人 了', '邓 杰', 6), ('漂 亮 的 姑 娘 就 要 嫁 人 了', '周 虹', 6)]"
608,《玩伴》是由金斗执导，孙涛、戴娇倩领衔主演的都市情感剧,"[('玩 伴', '金 斗', 14)]","[('玩 伴', '戴 娇 倩', 13), ('玩 伴', '金 斗', 14), ('玩 伴', '孙 涛', 13)]"
609,《要抱抱》是由王蓉作词、作曲并演唱的一首单曲，由老猫担任制作人，于2009年11月9日发行,"[('要 抱 抱', '王 蓉', 8), ('要 抱 抱', '王 蓉', 9), ('要 抱 抱', '王 蓉', 6)]","[('要 抱 抱', '王 蓉', 8), ('要 抱 抱', '王 蓉', 9), ('要 抱 抱', '王 蓉', 6)]"
610,《超人不会飞》是周杰伦演唱的歌曲，由周杰伦填词、谱曲并担任歌曲的制作人，收录在周杰伦2010发行的专辑《跨时代》中1,"[('超 人 不 会 飞', '周 杰 伦', 9), ('超 人 不 会 飞', '周 杰 伦', 8), ('跨 时 代', '周 杰 伦', 9), ('跨', '周 杰 伦', 6), ('超 人 不 会 飞', '周 杰 伦', 6)]","[('超 人 不 会 飞', '周 杰 伦', 9), ('超 人 不 会 飞', '周 杰 伦', 6), ('超 人 不 会 飞', '周 杰 伦', 8)]"
611,刘海婧，女，汉族，籍贯广西柳州，1979年11月出生，2001年1月参加工作，2008年9月加入中国共产党，大学本科学历,"[('刘 海 婧', '汉 族', 3), ('刘 海 婧', '广 西 柳 州', 2), ('刘 海 婧', '1979 年 11 月', 4)]","[('刘 海 婧', '汉 族', 3), ('刘 海 婧', '广 西 柳 州', 2), ('刘 海 婧', '1979 年 11 月', 4)]"
612,孙科1891年出生于广东香山县，是孙中山的长子，4岁时候随祖母移居美国，在颤香山中学毕业以后，孙科又拿到了哥伦比亚大学的硕士和博士，可以说是学霸一枚，这离不开孙中山对教育的重视，孙中山即使他的父亲，又是他革命的导师，在孙中山的帮助下，孙科很早就参加了革命，并且在国民党内担任要职,"[('孙 科', '1891 年', 4), ('孙 科', '哥 伦 比 亚 大 学', 5), ('孙 科', '广 东 香 山 县', 2)]","[('孙 科', '1891 年', 4), ('孙 科', '哥 伦 比 亚 大 学', 5), ('孙 科', '香 山 县', 2)]"
613,纪立俊，男，生于1977年，江苏盐城人，毕业于中国人民大学,"[('纪 立 俊', '江 苏 盐 城', 2), ('纪 立 俊', '中 国 人 民 大 学', 5), ('纪 立 俊', '1977 年', 4)]","[('纪 立 俊', '中 国 人 民 大 学', 5), ('纪 立 俊', '1977 年', 4), ('纪 立 俊', '江 苏 盐 城', 2)]"
614,彭中镇，男，汉族，出生于1932年9月，江西吉安人，分子生物学专家，华中农业大学教授,"[('彭 中 镇', '汉 族', 3), ('彭 中 镇', '1932 年 9 月', 4)]","[('彭 中 镇', '江 西 吉 安', 2), ('彭 中 镇', '汉 族', 3), ('彭 中 镇', '1932 年 9 月', 4)]"
615,《中国小说精萃4》是2001年农村读物出版社出版的图书，作者是舒楠、兴安，定价为23,"[('中 国 小 说 精 萃 4', '兴 安', 11), ('中 国 小 说 精 萃 4', '舒 楠', 11), ('中 国 小 说 精 萃 4', '农 村 读 物 出 版 社', 12)]","[('中 国 小 说 精 萃 4', '舒 楠', 11), ('中 国 小 说 精 萃 4', '兴 安', 11), ('中 国 小 说 精 萃 4', '农 村 读 物 出 版 社', 12)]"
616,《秦始皇与阿房女》又名《秦始皇的情人》，根据历史小说《阿房宫》改编完成，由李作楠执导，赵雅芝与刘德凯等主演,"[('秦 始 皇 与 阿 房 女', '赵 雅 芝', 13), ('秦 始 皇 与 阿 房 女', '刘 德 凯', 13), ('秦 始 皇 与 阿 房 女', '李 作 楠', 14)]","[('秦 始 皇 与 阿 房 女', '李 作 楠', 14), ('秦 始 皇 与 阿 房 女', '刘 德 凯', 13), ('秦 始 皇 与 阿 房 女', '赵 雅 芝', 13)]"
617,可见，诸葛亮对自己的婚姻大事，早有决断诸葛亮（181年－234年10月8日[1]  ），字孔明，号卧龙（也作伏龙），汉族，徐州琅琊阳都（今山东临沂市沂南县）人[2]  ，三国时期蜀汉丞相，杰出的政治家、军事家、外交家、文学家、书法家、发明家,"[('诸 葛 亮', '汉 族', 3), ('诸 葛 亮', '琅 琊 阳 都', 2), ('诸 葛 亮', '181 年', 4)]","[('诸 葛 亮', '汉 族', 3), ('诸 葛 亮', '琅 琊 阳 都', 2), ('诸 葛 亮', '181 年', 4)]"
618,《恶习》是陈珊妮作词并演唱的歌曲，收录于专辑《乘喷射机离去》中1,"[('恶 习', '乘 喷 射 机 离 去', 7), ('恶 习', '陈 珊 妮', 8)]","[('恶 习', '陈 珊 妮', 6), ('恶 习', '乘 喷 射 机 离 去', 7), ('恶 习', '陈 珊 妮', 8)]"
619,《私人珍藏》是由葛佳慧作词，陈炯顺作曲，蔡政勋编曲，由泳儿演唱的一首歌曲,"[('私 人 珍 藏', '陈 炯 顺', 9), ('私 人 珍 藏', '葛 佳 慧', 8)]","[('私 人 珍 藏', '泳 儿', 6), ('私 人 珍 藏', '陈 炯 顺', 9), ('私 人 珍 藏', '葛 佳 慧', 8)]"
620,人物履历熊慧平，女，汉族，1970年11月生，江西于都人，1991年8月参加工作，2004年6月加入中国共产党，大学学历，法学学士,"[('熊 慧 平', '江 西 于 都', 2), ('熊 慧 平', '中 国', 1), ('熊 慧 平', '汉 族', 3), ('熊 慧 平', '1970 年 11 月', 4)]","[('熊 慧 平', '江 西 于 都', 2), ('熊 慧 平', '汉 族', 3), ('熊 慧 平', '1970 年 11 月', 4)]"
