,text,pre,truth
170,邓新华，男，汉族，1964年8月出生，湖北黄州人，1983年5月加入中国共产党，1983年8月参加工作，大学本科学历，经济师,"[('邓 新 华', '1964 年 8 月', 4), ('邓 新 华', '湖 北 黄 州', 2), ('邓 新 华', '汉 族', 3)]","[('邓 新 华', '1964 年 8 月', 4), ('邓 新 华', '湖 北 黄 州', 2), ('邓 新 华', '中 国', 1), ('邓 新 华', '汉 族', 3)]"
171,《南来北往》是歌手花粥演唱的一首歌曲，由花粥作词作曲，该歌曲收录于2016年07月07日发行的专辑《粥打野》中,"[('南 来 北 往', '花 粥', 8)]","[('南 来 北 往', '花 粥', 6), ('南 来 北 往', '花 粥', 9), ('南 来 北 往', '花 粥', 8), ('南 来 北 往', '粥 打 野', 7)]"
172,人物简介付松锋，男，1976年10月生，汉族，籍贯广西昭平，1998年6月加入中国共产党，大学本科学历，法学学士，中学高级教师，现任南宁市第二中学政教处副主任,"[('付 松 锋', '汉 族', 3), ('付 松 锋', '中 国', 1)]","[('付 松 锋', '汉 族', 3), ('付 松 锋', '1976 年 10 月', 4), ('付 松 锋', '中 国', 1), ('付 松 锋', '广 西 昭 平', 2)]"
173,根据这一倡导，西城区首当其冲，在第一时间邀请中国煤矿文工团青年词作家李俊伟、总政歌舞团作曲家鄂矛一起联手打造了“邻里守望”志愿者服务活动主题歌《幸福阳光》，并邀请青年歌唱家李晖、汤非领衔演绎,"[('幸 福 阳 光', '鄂 矛', 9)]","[('幸 福 阳 光', '鄂 矛', 9), ('幸 福 阳 光', '李 晖', 6), ('李 俊 伟', '中 国', 1), ('幸 福 阳 光', '李 俊 伟', 8)]"
174,《绝密543》是由宋海波执导， 王聪，陈维涵， 林永健主演的军旅战争剧,"[('绝 密 543', '陈 维 涵', 13), ('绝 密 543', '宋 海 波', 14), ('绝 密 543', '林 永 健', 13)]","[('绝 密 543', '陈 维 涵', 13), ('绝 密 543', '宋 海 波', 14), ('绝 密 543', '王 聪', 13), ('绝 密 543', '林 永 健', 13)]"
175,《云海玉弓缘》是香港电视广播有限公司根据武侠作家梁羽生的同名小说而改编制作拍摄的古装武侠电视剧，由林峯、叶璇及李彩桦领衔主演，张乾文监制,"[('云 海 玉 弓 缘', '香 港 电 视 广 播 有 限 公 司', 0)]","[('云 海 玉 弓 缘', '李 彩 桦', 13), ('云 海 玉 弓 缘', '林 峯', 13), ('云 海 玉 弓 缘', '叶 璇', 13), ('云 海 玉 弓 缘', '香 港 电 视 广 播 有 限 公 司', 0)]"
176,2015年4月15日下午，《万物生长》在北京饭店举行首映发布会，李玉、方励、路金波、范冰冰、韩庚、齐溪、沙溢、吴莫愁等主创到场，大谈自己当年的“混蛋青春”与“放肆爱情”,"[('万 物 生 长', '2015 年', 16)]","[('万 物 生 长', '沙 溢', 13), ('万 物 生 长', '吴 莫 愁', 13), ('万 物 生 长', '韩 庚', 13), ('万 物 生 长', '齐 溪', 13)]"
177,《寻求庇护》是由杰夫·尼科尔斯执导，迈克尔·珊农、杰西卡·查斯坦主演的惊悚片，于2011年9月30日在美国上映,"[('寻 求 庇 护', '2011 年 9 月 30 日', 16), ('寻 求 庇 护', '杰 夫 · 尼 科 尔 斯', 14)]","[('寻 求 庇 护', '杰 夫 · 尼 科 尔 斯', 14), ('寻 求 庇 护', '2011 年 9 月 30 日', 16), ('寻 求 庇 护', '杰 西 卡 · 查 斯 坦', 13), ('寻 求 庇 护', '迈 克 尔 · 珊 农', 13)]"
178,杨杰，男，1962年6月生，汉族，江苏姜堰人，大学，文学学士，中学高级教师，1990年10月加入中国民主同盟，1984年7月参加工作,"[('杨 杰', '中 国', 1)]","[('杨 杰', '汉 族', 3), ('杨 杰', '江 苏 姜 堰', 2), ('杨 杰', '中 国', 1), ('杨 杰', '1962 年 6 月', 4)]"
179,林水栖1，男，汉族，广东湛江人，1961年09月出生，无党派，毕业于北京大学高级管理人员工商管理专业，在职大学专科学历，高级管理人员工商管理硕士学位,"[('林 水 栖', '1961 年 09 月', 4), ('林 水 栖', '广 东 湛 江', 2), ('林 水 栖', '汉 族', 3)]","[('林 水 栖', '1961 年 09 月', 4), ('林 水 栖', '广 东 湛 江', 2), ('林 水 栖', '汉 族', 3), ('林 水 栖', '北 京 大 学', 5)]"
180,《忘掉我》是由许冠杰作词作曲并演唱的一首歌，收录于专辑《最喜欢你》中,"[('忘 掉 我', '最 喜 欢 你', 7), ('忘 掉 我', '许 冠 杰', 8)]","[('忘 掉 我', '许 冠 杰', 6), ('忘 掉 我', '最 喜 欢 你', 7), ('忘 掉 我', '许 冠 杰', 8), ('忘 掉 我', '许 冠 杰', 9)]"
181,《几度夕阳红》是大陆名导演杨延晋投拍的电视剧，共五集，由张伟欣、王诗槐、陈红主演,"[('几 度 夕 阳 红', '杨 延 晋', 14)]","[('几 度 夕 阳 红', '王 诗 槐', 13), ('几 度 夕 阳 红', '张 伟 欣', 13), ('几 度 夕 阳 红', '陈 红', 13), ('几 度 夕 阳 红', '杨 延 晋', 14)]"
182,贾俊强，男，汉族，1980年3月出生，山东人，2002年7月加入中国共产党，2006年7月参加工作，研究生学历，法学博士,"[('贾 俊 强', '汉 族', 3), ('贾 俊 强', '山 东', 2), ('贾 俊 强', '中 国', 1), ('贾 俊 强', '1980 年 3 月', 4)]","[('贾 俊 强', '汉 族', 3), ('贾 俊 强', '山 东', 2), ('贾 俊 强', '中 国', 1), ('贾 俊 强', '1980 年 3 月', 4)]"
183,《如同悲伤被下载了两次》是由林宥嘉和陈珊妮共同演唱的一首歌曲，由林宥嘉谱曲，陈珊妮作词，收录于陈珊妮2015年8月24日发行的专辑《如同悲伤被下载了两次》中,"[('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 8), ('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 9)]","[('如 同 悲 伤 被 下 载 了 两 次', '林 宥 嘉', 9), ('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 6), ('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 8), ('如 同 悲 伤 被 下 载 了 两 次', '林 宥 嘉', 6)]"
184,曾昭林，男， 汉族，1963年9月出生，广东南雄人，1988年11月参加工作，中共党员，中央党校大学毕业,"[('曾 昭 林', '广 东 南 雄', 2), ('曾 昭 林', '汉 族', 3), ('曾 昭 林', '1963 年 9 月', 4), ('曾 昭 林', '中 央 党 校 大 学', 5)]","[('曾 昭 林', '广 东 南 雄', 2), ('曾 昭 林', '汉 族', 3), ('曾 昭 林', '1963 年 9 月', 4), ('曾 昭 林', '中 央 党 校', 5)]"
185,《我不会在老地方等你1》是歌手庄心妍演唱的一首歌曲，由周兵与卿剑作词，李风持作曲，2015年3月14日发行1,"[('我 不 会 在 老 地 方 等 你', '周 兵', 8), ('我 不 会 在 老 地 方 等 你', '李 风 持', 9)]","[('我 不 会 在 老 地 方 等 你', '周 兵', 8), ('我 不 会 在 老 地 方 等 你', '庄 心 妍', 6), ('我 不 会 在 老 地 方 等 你', '李 风 持', 9), ('我 不 会 在 老 地 方 等 你', '卿 剑', 8)]"
186,薛惠祥，男，1954年11月生，汉族，籍贯安徽滁州，毕业于蚌埠医学院医疗系，学历大学普通班,"[('薛 惠 祥', '汉 族', 3), ('薛 惠 祥', '蚌 埠 医 学 院', 5)]","[('薛 惠 祥', '汉 族', 3), ('薛 惠 祥', '安 徽 滁 州', 2), ('薛 惠 祥', '蚌 埠 医 学 院', 5), ('薛 惠 祥', '1954 年 11 月', 4)]"
187,《爸我回来了》是周杰伦演唱的一首歌曲，由周杰伦作词、作曲、编曲，收录在周杰伦2001年发行的专辑《范特西》中1,"[('爸 我 回 来 了', '周 杰 伦', 9), ('爸 我 回 来 了', '范 特 西', 7), ('爸 我 回 来 了', '周 杰 伦', 8)]","[('爸 我 回 来 了', '周 杰 伦', 9), ('爸 我 回 来 了', '范 特 西', 7), ('爸 我 回 来 了', '周 杰 伦', 6), ('爸 我 回 来 了', '周 杰 伦', 8)]"
188,《乐园》是一首国语歌曲，由黄韵玲作词作曲，陈奕迅、黄韵玲演唱,"[('乐 园', '黄 韵 玲', 8), ('乐 园', '黄 韵 玲', 9)]","[('乐 园', '黄 韵 玲', 8), ('乐 园', '黄 韵 玲', 9), ('乐 园', '黄 韵 玲', 6), ('乐 园', '陈 奕 迅', 6)]"
189,邱清宇，男，汉族，龙岩市人，1967年7月生，1989年8月参加工作，1988年5月加入中国共产党，中央党校在职大学学历,"[('邱 清 宇', '汉 族', 3)]","[('邱 清 宇', '龙 岩 市', 2), ('邱 清 宇', '汉 族', 3), ('邱 清 宇', '中 国', 1), ('邱 清 宇', '1967 年 7 月', 4)]"
190,向军，男，壮族，1962年11月生，广西宁明人，1990年4月加入中国共产党，1982年7月参加工作，河海大学环境科学与工程学院环境工程专业毕业，在职研究生学历，工学博士，高级经济师,"[('向 军', '壮 族', 3), ('向 军', '1962 年 11 月', 4), ('向 军', '广 西 宁 明', 2), ('向 军', '河 海 大 学', 5)]","[('向 军', '河 海 大 学', 5), ('向 军', '1962 年 11 月', 4), ('向 军', '广 西 宁 明', 2), ('向 军', '壮 族', 3)]"
191,《园冶注释》（张悟静设计，中国建筑工业出版社出版），是我国著名林学家、造园学家陈植为明代造园学家计成所著《园冶》　做的注释,"[('园 冶 注 释', '陈 植', 11), ('园 冶 注 释', '计 成', 11), ('园 冶 注 释', '中 国 建 筑 工 业 出 版 社', 12)]","[('园 冶 注 释', '陈 植', 11), ('园 冶 注 释', '计 成', 11), ('园 冶 注 释', '中 国 建 筑 工 业 出 版 社', 12), ('园 冶', '计 成', 11)]"
192,谷剑英，男，白族，1963年5月出生，湖南桑植人， 1993年7月加入中国共产党，1983年7月参加工作，中央党校函授学院法律专业毕业，在职本科学历,"[('谷 剑 英', '湖 南 桑 植', 2), ('谷 剑 英', '白 族', 3)]","[('谷 剑 英', '中 国', 1), ('谷 剑 英', '1963 年 5 月', 4), ('谷 剑 英', '湖 南', 2), ('谷 剑 英', '白 族', 3)]"
193,徐云龙，男，汉族，籍贯、出生地吉林伊通，1966年2月出生，1990年7月参加工作，1990年5月加入中国共产党，大学学历，工学学士，武汉测绘科技大学工程测量专业毕业，,"[('徐 云 龙', '1966 年 2 月', 4), ('徐 云 龙', '汉 族', 3), ('徐 云 龙', '吉 林 伊 通', 2)]","[('徐 云 龙', '汉 族', 3), ('徐 云 龙', '汉', 3), ('徐 云 龙', '中 国', 1), ('徐 云 龙', '吉 林 伊 通', 2)]"
194,《最后的航班》是由蔡晓恩作词作曲，刘惜君演唱的一首歌曲，这首歌曲也是由柳岩主演的微电影《灰机灰机》的主题曲1,"[('最 后 的 航 班', '蔡 晓 恩', 8), ('最 后 的 航 班', '蔡 晓 恩', 9), ('最 后 的 航 班', '刘 惜 君', 6)]","[('最 后 的 航 班', '蔡 晓 恩', 8), ('灰 机 灰 机', '柳 岩', 13), ('最 后 的 航 班', '蔡 晓 恩', 9), ('最 后 的 航 班', '刘 惜 君', 6)]"
195,《甘心情愿》是香港女歌手王馨平演唱的一首粤语歌曲，收录在专辑《馨平个性》中，其国语版本为内地男歌手郭峰演唱的同名歌曲《甘心情愿》,"[('甘 心 情 愿', '馨 平 个 性', 7), ('甘 心 情 愿', '王 馨 平', 6), ('甘 心 情 愿', '郭 峰', 6)]","[('甘 心 情 愿', '馨 平 个 性', 7), ('甘 心 情 愿', '王 馨 平', 6), ('甘 心 情 愿', '郭 峰', 9), ('甘 心 情 愿', '郭 峰', 6)]"
196,"祝学军1,女，汉族，辽宁沈阳人，1962年12月出生，中国共产党党员，毕业于航天部第一研究院自动控制理论及应用专业，硕士研究生学历，硕士学位，是第十二届全国人民代表大会代表（陕西代表团）","[('祝 学 军', '汉 族', 3), ('祝 学 军', '航 天 部 第 一 研 究 院', 5)]","[('祝 学 军', '汉 族', 3), ('祝 学 军', '辽 宁 沈 阳', 2), ('祝 学 军', '中 国', 1), ('祝 学 军', '1962 年 12 月', 4)]"
197,吴仁光，男，1956年9月生，汉族，广东省龙川县人，1974年10月参加工作，1977年6月加入中国共产党，大学学历（华南师范大学政治教育系专业）,"[('吴 仁 光', '汉 族', 3), ('吴 仁 光', '广 东 省 龙 川 县', 2), ('吴 仁 光', '中 国', 1)]","[('吴 仁 光', '汉 族', 3), ('吴 仁 光', '广 东 省 龙 川 县', 2), ('吴 仁 光', '1956 年 9 月', 4), ('吴 仁 光', '华 南 师 范 大 学', 5)]"
198,《承诺》是由黄蜀芹 执导的中国电影，池华琼、金鑫、曹翠芬主演,"[('承 诺', '黄 蜀 芹', 14)]","[('承 诺', '曹 翠 芬', 13), ('承 诺', '池 华 琼', 13), ('承 诺', '黄 蜀 芹', 14), ('承 诺', '金 鑫', 13)]"
199,戴彬彬，男，汉族，1968年1月生，江苏昆山人，1988年5月加入中国共产党，1990年8月参加工作，清华大学供暖通风与空气调节专业大学毕业，工商管理硕士，教授级高级工程师,"[('戴 彬 彬', '中 国', 1), ('戴 彬 彬', '汉 族', 3)]","[('戴 彬 彬', '清 华 大 学', 5), ('戴 彬 彬', '江 苏 昆 山', 2), ('戴 彬 彬', '汉 族', 3), ('戴 彬 彬', '1968 年 1 月', 4)]"
200,幕后制作创作背景电视剧《你和我的倾城时光》改编自知名作家丁墨所著同名商战言情小说，丁墨近年以其独特的甜宠悬爱风格自成一脉，通过其小说改编的影视剧《他来了，请闭眼》《如果蜗牛有爱情》《美人为馅》等都获得巨大成功,"[('你 和 我 的 倾 城 时 光', '丁 墨', 11), ('如 果 蜗 牛 有 爱 情', '丁 墨', 11)]","[('美 人 为 馅', '丁 墨', 11), ('你 和 我 的 倾 城 时 光', '丁 墨', 11), ('如 果 蜗 牛 有 爱 情', '丁 墨', 11), ('他 来 了 ， 请 闭 眼', '丁 墨', 11)]"
201,由黄真真执导，陈意涵、薛凯琪、张钧甯领衔主演的电影《闺蜜2》正在全国院线热映，擅长以女性的细腻与独特视觉表达情感的导演黄真真，此次把故事搬到了越南，讲述了三个女生充满冒险又充满乐趣的婚前旅行,"[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]","[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]"
202,歌曲《泛水荷塘》是由歌手云菲菲和张津涤演唱的一首歌曲，所属专辑《我的灰姑娘》,"[('泛 水 荷 塘', '我 的 灰 姑 娘', 7), ('泛 水 荷 塘', '云 菲 菲', 6), ('我 的 灰 姑 娘', '云 菲 菲', 6), ('泛 水 荷 塘', '张 津 涤', 6)]","[('泛 水 荷 塘', '云 菲 菲', 6), ('我 的 灰 姑 娘', '张 津 涤', 6), ('泛 水 荷 塘', '我 的 灰 姑 娘', 7), ('泛 水 荷 塘', '张 津 涤', 6)]"
203,吴春莲，女，1954年12月出生于浙江永嘉，1978年8月参加工作，1982年7月加入中国共产党，杭州大学普通班毕业,"[('吴 春 莲', '1954 年 12 月', 4), ('吴 春 莲', '中 国', 1), ('吴 春 莲', '杭 州 大 学', 5), ('吴 春 莲', '浙 江 永 嘉', 2)]","[('吴 春 莲', '浙 江 永 嘉', 2), ('吴 春 莲', '1954 年 12 月', 4), ('吴 春 莲', '中 国', 1), ('吴 春 莲', '杭 州 大 学', 5)]"
204,早年经历爱德华多·弗雷·鲁伊斯-塔格莱，全名爱德华多·阿尔弗雷多·胡安·贝尔纳多·弗雷·鲁伊斯-塔格莱，1942年6月24日出生于智利首都圣地亚哥,"[('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '1942 年 6 月 24 日', 4), ('胡 安 ·', '智 利', 1)]","[('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '智 利', 1), ('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '1942 年 6 月 24 日', 4), ('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '圣 地 亚 哥', 2), ('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '智 利', 2)]"
205,《死亡邮件》是由李彧执导的惊悚片，任泉，乔任梁，张杨果而，曹阳，白瑶，周泓领衔主演,"[('死 亡 邮 件', '李 彧', 14)]","[('死 亡 邮 件', '周 泓', 13), ('死 亡 邮 件', '白 瑶', 13), ('死 亡 邮 件', '李 彧', 14), ('死 亡 邮 件', '张 杨 果 而', 13)]"
206,《强奸终极篇之最后羔羊》是由王晶执导，关秀媚、张家辉、吴毅将等领衔主演的情色电影,"[('强 奸 终 极 篇 之 最 后 羔 羊', '王 晶', 14)]","[('强 奸 终 极 篇 之 最 后 羔 羊', '关 秀 媚', 13), ('强 奸 终 极 篇 之 最 后 羔 羊', '张 家 辉', 13), ('强 奸 终 极 篇 之 最 后 羔 羊', '吴 毅 将', 13), ('强 奸 终 极 篇 之 最 后 羔 羊', '王 晶', 14)]"
207,《不要再说爱我》是香港歌手王杰创作的一首歌曲作品，收录于国语专辑《向太阳怒吼》中，发行与1990年1月，该歌曲作词、作曲者均为王杰,"[('不 要 再 说 爱 我', '王 杰', 9)]","[('不 要 再 说 爱 我', '王 杰', 6), ('不 要 再 说 爱 我', '王 杰', 9), ('不 要 再 说 爱 我', '王 杰', 8), ('不 要 再 说 爱 我', '向 太 阳 怒 吼', 7)]"
208,《都挺好》是由东阳正午阳光影视有限公司出品，侯鸿亮制片，简川訸执导，王三毛、磊子编剧，姚晨、倪大红等主演的都市情感剧,"[('都 挺 好', '倪 大 红', 13), ('都 挺 好', '姚 晨', 13), ('都 挺 好', '简 川 [UNK]', 14), ('都 挺 好', '东 阳 正 午 阳 光 影 视 有 限 公 司', 0)]","[('都 挺 好', '倪 大 红', 13), ('都 挺 好', '姚 晨', 13), ('都 挺 好', '简 川 [UNK]', 14), ('都 挺 好', '东 阳 正 午 阳 光 影 视 有 限 公 司', 0)]"
209,曾经为林志炫写出《没离开过》、王力宏《爱的就是你》、《唯一》的台湾词作者楼南蔚现场就开始对学员新生开起课来，她说，“断气与换字的位置不协调是填词新手最常见的问题,"[('没 离 开 过', '楼 南 蔚', 8), ('爱 的 就 是 你', '楼 南 蔚', 8)]","[('没 离 开 过', '林 志 炫', 6), ('爱 的 就 是 你', '王 力 宏', 6), ('没 离 开 过', '楼 南 蔚', 8), ('爱 的 就 是 你', '楼 南 蔚', 8)]"
210,刘桂清，男，白族，1958年7月生，湖南桑植人，1979年8月加入中国共产党，1977年1月参加工作，武汉大学行政管理专业毕业，自考专科学历,"[('刘 桂 清', '白 族', 3)]","[('刘 桂 清', '1958 年 7 月', 4), ('刘 桂 清', '白 族', 3), ('刘 桂 清', '湖 南 桑 植', 2), ('刘 桂 清', '武 汉 大 学', 5)]"
211,《不速之约》是香港电视广播有限公司制作的时装电视剧，由林峯、欧阳震华及杨怡领衔主演，潘嘉德监制，朱镜祺、李绮华编剧,"[('不 速 之 约', '香 港 电 视 广 播 有 限 公 司', 0)]","[('不 速 之 约', '林 峯', 13), ('不 速 之 约', '香 港 电 视 广 播 有 限 公 司', 0), ('不 速 之 约', '欧 阳 震 华', 13), ('不 速 之 约', '杨 怡', 13)]"
212,浅评1994年美国喜剧电影《阿呆与阿瓜》《阿呆与阿瓜》是由彼得·法拉利和鲍比·法拉利指导，金·凯瑞、杰夫·丹尼尔斯主演的喜剧，于1994年上映,"[('阿 呆 与 阿 瓜', '金 · 凯 瑞', 13), ('阿 呆 与 阿 瓜', '杰 夫 · 丹 尼 尔 斯', 13)]","[('阿 呆 与 阿 瓜', '鲍 比 · 法 拉 利', 14), ('阿 呆 与 阿 瓜', '1994 年', 16), ('阿 呆 与 阿 瓜', '彼 得 · 法 拉 利', 14), ('阿 呆 与 阿 瓜', '杰 夫 · 丹 尼 尔 斯', 13)]"
213,"严广劳同志，男，汉族，1961年6月出生于陕西省凤翔县，1991年12月加入中国共产党，1982年7月毕业于西安科技大学(原西安矿业学院),大学本科学历,工程学士学位，1999年8月毕业西安交通大学工商管理专业,获工商管理硕士学位，正高级工程师","[('严 广 劳', '中 国', 1), ('严 广 劳', '1961 年 6 月', 4), ('严 广 劳', '汉 族', 3), ('严 广 劳', '陕 西 省 凤 翔 县', 2)]","[('严 广 劳', '西 安 科 技 大 学', 5), ('严 广 劳', '1961 年 6 月', 4), ('严 广 劳', '汉 族', 3), ('严 广 劳', '陕 西 省 凤 翔 县', 2)]"
214,《阳光下的罪恶》是由盖伊·汉弥尔顿执导，彼德·乌斯蒂诺夫、简·伯金主演的惊悚悬疑电影，于1982年3月5日在美国上映,"[('阳 光 下 的 罪 恶', '盖 伊 · 汉 弥 尔 顿', 14), ('阳 光 下 的 罪 恶', '1982 年 3 月 5 日', 16)]","[('阳 光 下 的 罪 恶', '1982 年 3 月 5 日', 16), ('阳 光 下 的 罪 恶', '盖 伊 · 汉 弥 尔 顿', 14), ('阳 光 下 的 罪 恶', '简 · 伯 金', 13), ('阳 光 下 的 罪 恶', '彼 德 · 乌 斯 蒂 诺 夫', 13)]"
215,《西游记》（1986）尤其是对70后、80后、90后来说，杨洁、六小龄童、迟重瑞、徐少华、马德华、闫怀礼诸位先生的这部作品，是我们成长年代的重要陪伴,"[('西 游 记', '1986', 16)]","[('西 游 记', '迟 重 瑞', 13), ('西 游 记', '六 小 龄 童', 13), ('西 游 记', '马 德 华', 13), ('西 游 记', '徐 少 华', 13)]"
216,王勇，男，汉族，1985年9月出生，安徽合肥人，2008年7月参加工作，2006年5月加入中国共产党，安徽农业大学生命科学学院生物技术专业毕业，本科，学士学历,"[('王 勇', '安 徽 农 业 大 学', 5), ('王 勇', '中 国', 1), ('王 勇', '汉 族', 3)]","[('王 勇', '1985 年 9 月', 4), ('王 勇', '安 徽 农 业 大 学', 5), ('王 勇', '汉 族', 3), ('王 勇', '安 徽 合 肥', 2)]"
217,参考文献：1，[英] 庄士敦（著）、刘本森（译）、郭大松（校），《狮龙共舞：一个英国人笔下的威海卫与中国传统文化》，江苏人民出版社，20142，[英] 庄士敦（著）、 陈时伟等（译）、马小军（校），《紫禁城的黄昏》，求实出版社，19893，[英] 庄士敦（著）、潘崇\崔萌（译）、李宪堂（审校），《儒学与近代中国》，天津人民出版社，20104，邵宗日（著），《英国租借时期威海卫法律制度研究》，法律出版社，20115，邓向阳（主编），《米字旗下的威海卫》，山东画报出版社，20036，[英]史奥娜·艾尔利（著）、马向红（译），《回望庄士敦》，山东画报出版社，2009,"[('紫 禁 城 的 黄 昏', '江 苏 人 民 出 版 社', 12)]",[]
218,陈国宏，男，汉族，1963年1月出生，陕西富平人，1994年7月加入中国共产党，1986年7月参加工作，农学博士，二级教授，博士生导师，国务院政府特殊津贴专家,"[('陈 国 宏', '汉 族', 3), ('陈 国 宏', '中 国', 1)]","[('陈 国 宏', '1963 年 1 月', 4), ('陈 国 宏', '中 国', 1), ('陈 国 宏', '陕 西 富 平', 2), ('陈 国 宏', '汉 族', 3)]"
219,聂英武，男，汉族，河北鹿泉人，1960年2月出生，1977年4月参加工作，1979年9月入党，大学学历，中央党校函授学院经济管理专业毕业,"[('聂 英 武', '汉 族', 3), ('聂 英 武', '1960 年 2 月', 4), ('聂 英 武', '河 北 鹿 泉', 2)]","[('聂 英 武', '汉 族', 3), ('聂 英 武', '中 央 党 校', 5), ('聂 英 武', '1960 年 2 月', 4), ('聂 英 武', '河 北 鹿 泉', 2)]"
220,因为《野百合也有春天》以一段苦恋贯穿中国三个特殊年代，导演张晓强的年代感很强，《野百合也有春天》女主演牛莉、王海燕和男主演丁海峰在接受记者采访时，都不约而同地表示，张晓强是个“较真”的导演，“他对年代感的把握眼光相当‘毒’,"[('野 百 合 也 有 春 天', '张 晓 强', 14), ('野 百 合 也 有 春 天', '牛 莉', 13), ('野 百 合 也 有 春 天', '王 海 燕', 13)]","[('野 百 合 也 有 春 天', '张 晓 强', 14), ('野 百 合 也 有 春 天', '牛 莉', 13), ('野 百 合 也 有 春 天', '王 海 燕', 13), ('野 百 合 也 有 春 天', '丁 海 峰', 13)]"
221,朱同印，男，汉族，1957年5月出生，甘肃兰州人，1984年11月加入中国共产党，1975年4月参加工作，甘肃省委党校政治经济学专业毕业，研究生文化程度，高级经济师，高级政工师,"[('朱 同 印', '汉 族', 3), ('朱 同 印', '甘 肃 兰 州', 2), ('朱 同 印', '1957 年 5 月', 4)]","[('朱 同 印', '甘 肃 兰 州', 2), ('朱 同 印', '汉 族', 3), ('朱 同 印', '甘 肃 省 委 党 校', 5), ('朱 同 印', '1957 年 5 月', 4)]"
222,《暴走迷城》是导演林岭东自2007年拍竣电影《铁三角》之后，相隔七年再度执导的作品，由古天乐、余文乐、佟丽娅领衔主演,"[('暴 走 迷 城', '林 岭 东', 14), ('暴 走 迷 城', '古 天 乐', 13), ('暴 走 迷 城', '余 文 乐', 13)]","[('暴 走 迷 城', '林 岭 东', 14), ('暴 走 迷 城', '古 天 乐', 13), ('暴 走 迷 城', '佟 丽 娅', 13), ('暴 走 迷 城', '余 文 乐', 13)]"
223,祝琛琛，女，1975年出生，浙江绍兴人，毕业于西门菲沙大学（加拿大），工学博士研究生学位，现于微软总部就职,"[('祝 琛 琛', '浙 江 绍 兴', 2), ('祝 琛 琛', '菲 沙 大 学', 5)]","[('祝 琛 琛', '西 门 菲 沙 大 学', 5), ('祝 琛 琛', '浙 江 绍 兴', 2), ('微 软', '1975', 17), ('祝 琛 琛', '1975 年', 4)]"
224,《每个眼神都只身荒野》是一首由郭顶作词作曲演唱的歌曲，收录于专辑《飞行器的执行周期》，发行于2016年11月25日,"[('每 个 眼 神 都 只 身 荒 野', '郭 顶', 8)]","[('每 个 眼 神 都 只 身 荒 野', '郭 顶', 6), ('每 个 眼 神 都 只 身 荒 野', '飞 行 器 的 执 行 周 期', 7), ('每 个 眼 神 都 只 身 荒 野', '郭 顶', 8), ('每 个 眼 神 都 只 身 荒 野', '郭 顶', 9)]"
225,基本介绍王春田，男 ，1942年12月21日生于黑龙江省拉林镇 ，1949年1月入拉林县第一完全小学读书，1961年考入哈尔滨工业大学九系五专业，1966年7月15日毕业，1970年5月30日加入中国共产党,"[('王 春 田', '中 国', 1), ('王 春 田', '1942 年 12 月 21 日', 4), ('王 春 田', '哈 尔 滨 工 业 大 学', 5), ('王 春 田', '黑 龙 江 省 拉 林 镇', 2)]","[('王 春 田', '中 国', 1), ('王 春 田', '1942 年 12 月 21 日', 4), ('王 春 田', '哈 尔 滨 工 业 大 学', 5), ('王 春 田', '黑 龙 江 省 拉 林 镇', 2)]"
226,蒋星华，男，汉族，1968年9月出生，湖北公安人，在职硕士研究生，经济学学士，在职管理学硕士，1994年6月加入中国共产党，1990年7月参加工作,"[('蒋 星 华', '汉 族', 3)]","[('蒋 星 华', '湖 北 公 安', 2), ('蒋 星 华', '汉 族', 3), ('蒋 星 华', '中 国', 1), ('蒋 星 华', '1968 年 9 月', 4)]"
227,邱佩宁，原名邱沛宁，1958年6月23日出生于中华人民共和国北京市，中国内地女演员，毕业于中央民族学院艺术系舞蹈专业,"[('邱 佩 宁', '中 央 民 族 学 院', 5), ('邱 佩 宁', '中 国', 1)]","[('邱 佩 宁', '中 央 民 族 学 院 艺 术 系 舞 蹈 专 业', 5), ('邱 佩 宁', '北 京 市', 2), ('邱 佩 宁', '1958 年 6 月 23 日', 4), ('邱 佩 宁', '中 国', 1)]"
