,text,pre,truth
1587,人物介绍简介林育樵，女，1964年毕业于上海中医学院医疗系，中国中医科学院西苑医院妇科主任医师，硕士研究生导师,"[('林 育 樵', '上 海 中 医 学 院', 5)]","[('林 育 樵', '中 国', 1), ('林 育 樵', '上 海 中 医 学 院', 5)]"
1588,《周围的事》是由桥口亮辅编导，木村多江、中川雅也主演的剧情片,"[('周 围 的 事', '桥 口 亮 辅', 14)]","[('周 围 的 事', '桥 口 亮 辅', 14), ('周 围 的 事', '木 村 多 江', 13), ('周 围 的 事', '中 川 雅 也', 13)]"
1589,《神天空》是百度文学旗下纵横中文网签约作家一品带刀麻雀创作的一部东方玄幻小说，小说已于2010-12-29正式发布,"[('神 天 空', '一 品 带 刀 麻 雀', 11), ('神 天 空', '纵 横 中 文 网', 10)]","[('神 天 空', '一 品 带 刀 麻 雀', 11), ('神 天 空', '纵 横 中 文 网', 10)]"
1590,《中国风水十讲》是2007年华夏出版社出版的图书，作者是杨文衡,"[('中 国 风 水 十 讲', '华 夏 出 版 社', 12)]","[('中 国 风 水 十 讲', '华 夏 出 版 社', 12), ('中 国 风 水 十 讲', '杨 文 衡', 11)]"
1591,桑童，女，汉族，1981年6月生， 2003年毕业于山东工艺美术学院服装设计与工程专业，本科学历，获文学学士学位，现任贵州民族学院美术学院教师，苏州大学材料工程学院（服装设计与工程）专业学位在读研究生,"[('桑 童', '山 东 工 艺 美 术 学 院', 5), ('桑 童', '汉 族', 3)]","[('桑 童', '1981 年 6 月', 4), ('桑 童', '山 东 工 艺 美 术 学 院', 5), ('桑 童', '汉 族', 3)]"
1592,于基忠 (1926—) 山东文登人,"[('于 基 忠', '山 东 文 登', 2), ('于 基 忠', '1926', 4)]","[('于 基 忠', '山 东 文 登', 2), ('于 基 忠', '1926', 4)]"
1593,《无间行者前传》是连载于起点中文网的一部小说，作者是三刃,"[('无 间 行 者 前 传', '三 刃', 11), ('无 间 行 者 前 传', '起 点 中 文 网', 10)]","[('无 间 行 者 前 传', '三 刃', 11), ('无 间 行 者 前 传', '起 点 中 文 网', 10)]"
1594,《秦汉金文汇编 （精装）》是1997年上海书店出版社出版的图书，作者是孙慰祖,"[('秦 汉 金 文 汇 编 （ 精 装 ）', '孙 慰 祖', 11), ('秦 汉 金 文 汇 编 （ 精 装 ）', '上 海 书 店 出 版 社', 12)]","[('秦 汉 金 文 汇 编 （ 精 装 ）', '孙 慰 祖', 11), ('秦 汉 金 文 汇 编 （ 精 装 ）', '上 海 书 店 出 版 社', 12)]"
1595,谷剑英，男，白族，1963年5月出生，湖南桑植人， 1993年7月加入中国共产党，1983年7月参加工作，中央党校函授学院法律专业毕业，在职本科学历,"[('谷 剑 英', '湖 南 桑 植', 2), ('谷 剑 英', '白 族', 3)]","[('谷 剑 英', '1963 年 5 月', 4), ('谷 剑 英', '白 族', 3), ('谷 剑 英', '湖 南', 2), ('谷 剑 英', '中 国', 1)]"
1596,任光与聂耳为百代国乐队写了一批民族管弦乐曲灌制唱片，《彩云追月》就是其中的一首以管弦乐重新编曲的优秀作品，成曲于1935年,"[('彩 云 追 月', '聂 耳', 9)]","[('彩 云 追 月', '任 光', 9), ('彩 云 追 月', '聂 耳', 9)]"
1597,《他哪里走 我哪里跟》原名《山楂树之恋》，是同名电影《山楂树之恋》的插曲，由陈其钢作曲和编曲，常石磊演唱,"[('山 楂 树 之 恋', '陈 其 钢', 9), ('山 楂', '常 石 磊', 6), ('他 哪 里 走 我 哪 里 跟', '陈 其 钢', 9)]","[('他 哪 里 走 我 哪 里 跟', '常 石 磊', 6), ('山 楂 树 之 恋', '常 石 磊', 6), ('山 楂 树 之 恋', '陈 其 钢', 9)]"
1598,《行摄无疆》是2010年机械工业出版社出版的图书，作者是李元,"[('行 摄 无 疆', '机 械 工 业 出 版 社', 12)]","[('行 摄 无 疆', '机 械 工 业 出 版 社', 12), ('行 摄 无 疆', '李 元', 11)]"
1599,徐云龙，男，汉族，籍贯、出生地吉林伊通，1966年2月出生，1990年7月参加工作，1990年5月加入中国共产党，大学学历，工学学士，武汉测绘科技大学工程测量专业毕业，,"[('徐 云 龙', '1966 年 2 月', 4), ('徐 云 龙', '吉 林 伊 通', 2), ('徐 云 龙', '汉 族', 3)]","[('徐 云 龙', '吉 林 伊 通', 2), ('徐 云 龙', '汉 族', 3), ('徐 云 龙', '汉', 3), ('徐 云 龙', '中 国', 1)]"
1600,简介李继昌(1879～1982年)字文祯，生于昆明,"[('李 继 昌', '1879', 4), ('李 继 昌', '昆 明', 2)]","[('李 继 昌', '1879', 4), ('李 继 昌', '昆 明', 2)]"
1601,蓝松堂，男，扬州人，出生于1884年，近代扬州评话名艺人,"[('蓝 松 堂', '1884 年', 4), ('蓝 松 堂', '扬 州', 2)]","[('蓝 松 堂', '1884 年', 4), ('蓝 松 堂', '扬 州', 2)]"
1602,《最后的航班》是由蔡晓恩作词作曲，刘惜君演唱的一首歌曲，这首歌曲也是由柳岩主演的微电影《灰机灰机》的主题曲1,"[('最 后 的 航 班', '蔡 晓 恩', 8), ('最 后 的 航 班', '刘 惜 君', 6), ('最 后 的 航 班', '蔡 晓 恩', 9)]","[('最 后 的 航 班', '蔡 晓 恩', 8), ('最 后 的 航 班', '刘 惜 君', 6), ('最 后 的 航 班', '蔡 晓 恩', 9), ('灰 机 灰 机', '柳 岩', 13)]"
1603,《甘心情愿》是香港女歌手王馨平演唱的一首粤语歌曲，收录在专辑《馨平个性》中，其国语版本为内地男歌手郭峰演唱的同名歌曲《甘心情愿》,"[('甘 心 情 愿', '馨 平 个 性', 7), ('甘 心 情 愿', '郭 峰', 6), ('甘 心 情 愿', '王 馨 平', 6)]","[('甘 心 情 愿', '馨 平 个 性', 7), ('甘 心 情 愿', '郭 峰', 6), ('甘 心 情 愿', '王 馨 平', 6), ('甘 心 情 愿', '郭 峰', 9)]"
1604,《地下水下》由贵州人民出版社2015年12月出版，作者[波]亚历山德拉米热林斯卡、丹尼尔米热林斯基，译者乌兰,"[('地 下 水 下', '贵 州 人 民 出 版 社', 12)]","[('地 下 水 下', '贵 州 人 民 出 版 社', 12), ('地 下 水 下', '丹 尼 尔 米 热 林 斯 基', 11), ('地 下 水 下', '[ 波 ] 亚 历 山 德 拉 米 热 林 斯 卡', 11)]"
1605,《福利经济学（上下）》是由商务印书馆出版作品，作者是庇古，主要内容是，：福利经济学是西方经济学家从福利观点或最大化原则出发，对经济体系的运行予以社会评价的经济学分支学科,"[('福 利 经 济 学 （ 上 下 ）', '商 务 印 书 馆', 12)]","[('福 利 经 济 学 （ 上 下 ）', '庇 古', 11), ('福 利 经 济 学', '庇 古', 11), ('福 利 经 济 学 （ 上 下 ）', '商 务 印 书 馆', 12)]"
1606,郁继华，男，汉族，1961年11月生，江苏省无锡市人,"[('郁 继 华', '江 苏 省 无 锡 市', 2), ('郁 继 华', '汉 族', 3)]","[('郁 继 华', '江 苏 省 无 锡 市', 2), ('郁 继 华', '1961 年 11 月', 4), ('郁 继 华', '汉 族', 3)]"
1607,《中国区域卫生规划实施效果评估》是2010年7月1日上海交通大学出版社出版的图书，作者是赵大海,"[('中 国 区 域 卫 生 规 划 实 施 效 果 评 估', '赵 大 海', 11)]","[('中 国 区 域 卫 生 规 划 实 施 效 果 评 估', '赵 大 海', 11), ('赵 大 海', '中 国', 1)]"
1608,《闹红》是2011年上映的中国电影，由古越执导的剧情片,"[('闹 红', '古 越', 14)]","[('闹 红', '古 越', 14), ('闹 红', '2011 年', 16)]"
1609,《心有独钟》是香港歌手泳儿演唱的一首歌曲，收录于专辑《风·情歌》,"[('心 有 独 钟', '泳 儿', 6), ('心 有 独 钟', '风 · 情 歌', 7)]","[('心 有 独 钟', '泳 儿', 6), ('心 有 独 钟', '风 · 情 歌', 7)]"
1610,个人简历山西省长治市沁县副县长  郭爱斌，男，1972年3月出生，汉族，山西省长治县人，1993年3月入党，1990年7月参加工作，中央党校函授经济管理专业本科毕业，现任中共沁县县委常委、宣传部长、政府副县长,"[('郭 爱 斌', '山 西 省 长 治', 2), ('郭 爱 斌', '中 央 党 校', 5), ('郭 爱 斌', '1972 年 3 月', 4), ('郭 爱 斌', '汉 族', 3)]","[('郭 爱 斌', '山 西 省 长 治 县', 2), ('郭 爱 斌', '1972 年 3 月', 4), ('郭 爱 斌', '汉 族', 3)]"
1611,概述李奇聪 1982年生于四川乐山，2008年毕业于四川音乐学院成都美术学院油画系，获学士学位,"[('李 奇 聪', '成 都 美 术 学 院', 5), ('李 奇 聪', '四 川 乐 山', 2)]","[('李 奇 聪', '四 川 音 乐 学 院', 5), ('李 奇 聪', '1982 年', 4), ('李 奇 聪', '四 川 乐 山', 2)]"
1612,延庆旅游局副局长  王书森，男，1962年1月出生，汉族，北京延庆人，1981年7月参加工作，中共党员，大学学历,"[('王 书 森', '北 京 延 庆', 2), ('王 书 森', '汉 族', 3)]","[('王 书 森', '北 京 延 庆', 2), ('王 书 森', '1962 年 1 月', 4), ('王 书 森', '汉 族', 3)]"
1613,简选庭（1910－1936），福建省福鼎县前岐乡照澜村人,"[('简 选 庭', '福 建 省 福 鼎 县 前 岐 乡 照 澜 村', 2), ('简 选 庭', '1910', 4)]","[('简 选 庭', '福 建 省 福 鼎 县', 2), ('简 选 庭', '1910', 4)]"
1614,宝庆公主（1395年－1433年），明太祖朱元璋么女（第十六女），安徽人,"[('宝 庆 公 主', '1395 年', 4), ('宝 庆 公 主', '安 徽', 2)]","[('宝 庆 公 主', '安 徽', 2), ('宝 庆 公 主', '1395 年', 4)]"
1615,"祝学军1,女，汉族，辽宁沈阳人，1962年12月出生，中国共产党党员，毕业于航天部第一研究院自动控制理论及应用专业，硕士研究生学历，硕士学位，是第十二届全国人民代表大会代表（陕西代表团）","[('祝 学 军', '汉 族', 3), ('祝 学 军', '航 天 部 第 一 研 究 院', 5)]","[('祝 学 军', '汉 族', 3), ('祝 学 军', '中 国', 1), ('祝 学 军', '辽 宁 沈 阳', 2), ('祝 学 军', '1962 年 12 月', 4)]"
1616,"个人简介林丽, 女，汉族，1965年10月生于四川荣昌县","[('林 丽', '汉 族', 3)]","[('林 丽', '四 川 荣 昌 县', 2), ('林 丽', '汉 族', 3), ('林 丽', '1965 年 10 月', 4)]"
1617,丁宏标，男，中国农业科学院博导，1966年生，江苏盐城人，理学博士，留德博士后，研究员，博士生导师，生态饲料研究室主任，中国农业科学院动物营养与饲料科学二级岗位杰出人才，研究方向为饲料生物技术,"[('丁 宏 标', '中 国 农 业 科 学 院', 5), ('丁 宏 标', '中 国', 1), ('丁 宏 标', '1966 年', 4)]","[('丁 宏 标', '江 苏 盐 城', 2), ('丁 宏 标', '1966 年', 4)]"
1618,吴仁光，男，1956年9月生，汉族，广东省龙川县人，1974年10月参加工作，1977年6月加入中国共产党，大学学历（华南师范大学政治教育系专业）,"[('吴 仁 光', '汉 族', 3), ('吴 仁 光', '中 国', 1), ('吴 仁 光', '广 东 省 龙 川 县', 2)]","[('吴 仁 光', '华 南 师 范 大 学', 5), ('吴 仁 光', '汉 族', 3), ('吴 仁 光', '广 东 省 龙 川 县', 2), ('吴 仁 光', '1956 年 9 月', 4)]"
1619,丁锋，1972年生，2001年毕业于中科院武汉物理与数学研究所，获空间物理学博士学位,"[('丁 锋', '1972 年', 4), ('丁 锋', '中 科 院', 5)]","[('丁 锋', '1972 年', 4), ('丁 锋', '中 科 院 武 汉 物 理 与 数 学 研 究 所', 5)]"
1620,范冰冰在《小鱼儿与花无缺》中，一身大红色的新娘装和谢霆锋在一张床上，谢霆锋含情脉脉的看着范冰冰，真的是很唯美的一个画面呢，话说回来，范冰冰年轻的时候颜值是真的高蔡少芬一身红衣也是很美啊，不过美的和范冰冰不一样，范冰冰是柔情似水，而蔡少芬则多了一些霸气舒畅应该是娱乐圈的一股清流了啊，从没听过她的绯闻，人长的漂亮演技又好，真的不知道为什么她就是火不起来，看着一身红衣多美啊刘诗诗一直是公认的气质美女，也是素颜美女，这一身红衣真的是惊艳到了我张曼玉的成就我们不可否认，年轻的时候是很美这也是无法否认的，可是这一身红衣真的有点不伦不类你们不觉得吗,"[('小 鱼 儿 与 花 无 缺', '范 冰 冰', 13)]","[('小 鱼 儿 与 花 无 缺', '范 冰 冰', 13), ('小 鱼 儿 与 花 无 缺', '谢 霆 锋', 13)]"
1621,说起上世纪90年代，影视作品真是百花齐放佳作迭出，其中最出彩的有张艺谋导演巩俐主演的【红高粱】【秋菊打官司】【大红灯笼高高挂】等，有冯小刚导演葛优主演的【甲方乙方】【不见不散】【手机】等，有陈凯歌导演张国荣主演的【霸王别姬】【大宅门】等，中国影视界真可谓五彩绚烂，空前繁荣,"[('秋 菊 打 官 司', '冯 小 刚', 14), ('秋 菊 打 官 司', '张 艺 谋', 14)]","[('大 红 灯 笼 高 高 挂', '张 艺 谋', 14), ('大 红 灯 笼 高 高 挂', '巩 俐', 13)]"
1622,本文原载于《邓小平与外国首脑及记者会谈录》，《邓小平与外国首脑及记者会谈录》编辑组编著，台海出版社出版,"[('邓 小 平 与 外 国 首 脑 及 记 者 会 谈 录', '台 海 出 版 社', 12)]","[('邓 小 平 与 外 国 首 脑 及 记 者 会 谈 录', '邓 小 平 与 外 国 首 脑 及 记 者 会 谈 录 》 编 辑 组', 11), ('邓 小 平 与 外 国 首 脑 及 记 者 会 谈 录', '台 海', 12)]"
1623,石月荣，男，1972年2月出生，副教授，中国人民大学思想政治教育专业硕士毕业，徐州工程学院党建与思想政治教育研究会会员,"[('石 月 荣', '1972 年 2 月', 4), ('石 月 荣', '中 国', 1), ('石 月 荣', '中 国 人 民 大 学', 5)]","[('石 月 荣', '1972 年 2 月', 4), ('石 月 荣', '中 国', 1)]"
1624,《戒爱十八》是连载于起点中文网的现代言情小说，作者是耽兮,"[('戒 爱 十 八', '起 点 中 文 网', 10), ('戒 爱 十 八', '耽 兮', 11)]","[('戒 爱 十 八', '起 点 中 文 网', 10), ('戒 爱 十 八', '耽 兮', 11)]"
1625,《承诺》是由黄蜀芹 执导的中国电影，池华琼、金鑫、曹翠芬主演,"[('承 诺', '黄 蜀 芹', 14)]","[('承 诺', '曹 翠 芬', 13), ('承 诺', '金 鑫', 13), ('承 诺', '黄 蜀 芹', 14), ('承 诺', '池 华 琼', 13)]"
1626,《业外杂谭录》是2008年广西师范大学出版社出版的图书，作者是陈存仁,"[('业 外 杂 谭 录', '广 西 师 范 大 学 出 版 社', 12), ('业 外 杂 谭 录', '陈 存 仁', 11)]","[('业 外 杂 谭 录', '广 西 师 范 大 学 出 版 社', 12), ('业 外 杂 谭 录', '陈 存 仁', 11)]"
1627,252014年4月15日，环球影业正式宣布保罗·沃克两位弟弟柯迪·沃克和迦勒·沃克，将担当他的替身，完成他生前尚未拍摄完的《速度与激情7》的戏份,"[('速 度 与 激 情 7', '环 球 影 业', 0)]","[('速 度 与 激 情 7', '保 罗 · 沃 克', 13), ('速 度 与 激 情 7', '环 球 影 业', 0)]"
1628,戴彬彬，男，汉族，1968年1月生，江苏昆山人，1988年5月加入中国共产党，1990年8月参加工作，清华大学供暖通风与空气调节专业大学毕业，工商管理硕士，教授级高级工程师,"[('戴 彬 彬', '汉 族', 3), ('戴 彬 彬', '中 国', 1)]","[('戴 彬 彬', '江 苏 昆 山', 2), ('戴 彬 彬', '清 华 大 学', 5), ('戴 彬 彬', '汉 族', 3), ('戴 彬 彬', '1968 年 1 月', 4)]"
1629,于雅凤，女，汉族，1968年12月生人，原籍：吉林省扶育县,"[('于 雅 凤', '1968 年 12 月', 4), ('于 雅 凤', '汉 族', 3)]","[('于 雅 凤', '1968 年 12 月', 4), ('于 雅 凤', '汉 族', 3)]"
1630,《无极真魔》是百度文学旗下纵横中文网签约作家江山2014创作的一部东方玄幻小说，小说已于2014-09-24正式发布,"[('无 极 真 魔', '纵 横 中 文 网', 10), ('无 极 真 魔', '江 山 2014', 11)]","[('无 极 真 魔', '纵 横 中 文 网', 10), ('无 极 真 魔', '江 山 2014', 11)]"
1631,简介杨振宇，男，汉族，1970年12月生，辽宁省建平县人，1992年8月参加工作，大学学历,"[('杨 振 宇', '汉 族', 3), ('杨 振 宇', '1970 年 12 月', 4), ('杨 振 宇', '辽 宁 省 建 平 县', 2)]","[('杨 振 宇', '汉 族', 3), ('杨 振 宇', '1970 年 12 月', 4), ('杨 振 宇', '辽 宁 省 建 平 县', 2)]"
1632,《网王－谁是主角》是龙衣娘娘创作的网络小说，发表于晋江文学网,"[('网 王 － 谁 是 主 角', '晋 江 文 学 网', 10)]","[('网 王 － 谁 是 主 角', '龙 衣 娘 娘', 11), ('网 王 － 谁 是 主 角', '晋 江 文 学 网', 10)]"
1633,红尘蝶恋是由好123小说发行的一本图书，作者是月夜朦胧,"[('红 尘 蝶 恋', '好 123 小 说', 10)]","[('红 尘 蝶 恋', '好 123 小 说', 10), ('红 尘 蝶 恋', '月 夜 朦 胧', 11)]"
1634,《英雄本色》共有三部，前两部由吴宇森导演，第三部导演换成了徐克徐老怪,"[('英 雄 本 色', '吴 宇 森', 14)]","[('英 雄 本 色', '吴 宇 森', 14), ('英 雄 本 色', '徐 克', 14)]"
1635,《大秦帝国之百里玄奇》是连载于晋江文学城的一本古色古香类小说，作者是且纵清歌,"[('大 秦 帝 国 之 百 里 玄 奇', '且 纵 清 歌', 11), ('大 秦 帝 国 之 百 里 玄 奇', '晋 江 文 学 城', 10)]","[('大 秦 帝 国 之 百 里 玄 奇', '且 纵 清 歌', 11), ('大 秦 帝 国 之 百 里 玄 奇', '晋 江 文 学 城', 10)]"
1636,《特别的爱》由著名作家韩乃寅创作，北大荒影视艺术中心、黑龙江九州文化传播公司、北京万讯达声学设备公司联合投资出品,"[('特 别 的 爱', '北 大 荒 影 视 艺 术 中 心', 0), ('特 别 的 爱', '黑 龙 江 九 州 文 化 传 播 公 司', 0)]","[('特 别 的 爱', '北 大 荒 影 视 艺 术 中 心', 0), ('特 别 的 爱', '北 京 万 讯 达 声 学 设 备 公 司', 0), ('特 别 的 爱', '黑 龙 江 九 州 文 化 传 播 公 司', 0)]"
1637,《单兵联盟》红颜铭少著，是一部连载于纵横中文网的东方玄幻小说,"[('单 兵 联 盟', '纵 横 中 文 网', 10)]","[('单 兵 联 盟', '纵 横 中 文 网', 10), ('单 兵 联 盟', '红 颜 铭 少', 11)]"
1638,《深夜食堂》电视剧版在播出后引起广泛反响，受到大众喜爱，导演松冈锭司曾在第一季完结时有意拍电影版，直到2014年才达成所愿,"[('深 夜 食 堂', '松 冈 锭 司', 14)]","[('深 夜 食 堂', '2014 年', 16), ('深 夜 食 堂', '松 冈 锭 司', 14)]"
1639,简介王宇，男，汉族，11973年1月出生，四川绵竹人，大学文化，1991年12月参加工作，1996年7月入党,"[('王 宇', '四 川 绵 竹', 2), ('王 宇', '汉 族', 3), ('王 宇', '11973 年 1 月', 4)]","[('王 宇', '四 川 绵 竹', 2), ('王 宇', '汉 族', 3), ('王 宇', '11973 年 1 月', 4)]"
1640,王洪九(1906—1979），原名王士范，山东省临沂市沙沟崖村人，汉奸，先后就读于山东省立临沂中学、济南军官学校,"[('王 洪 九', '山 东 省 立 临 沂 中 学', 5)]","[('王 洪 九', '济 南 军 官 学 校', 5), ('王 洪 九', '山 东 省 立 临 沂 中 学', 5), ('王 洪 九', '山 东 省 临 沂 市', 2)]"
1641,《爱的烦恼》是崔苔菁演唱的国语歌曲，于1972年1月1日发行，收录于专辑《何日再吻君》中,"[('爱 的 烦 恼', '崔 苔 菁', 6), ('爱 的 烦 恼', '何 日 再 吻 君', 7)]","[('爱 的 烦 恼', '崔 苔 菁', 6), ('爱 的 烦 恼', '何 日 再 吻 君', 7)]"
1642,《对号快车》是陈美龄演唱的一首单曲，该曲收录在专辑《归来的燕子》中,"[('对 号 快 车', '归 来 的 燕 子', 7), ('对 号 快 车', '陈 美 龄', 6)]","[('对 号 快 车', '归 来 的 燕 子', 7), ('对 号 快 车', '陈 美 龄', 6)]"
1643,《无量魔尊》是百度文学旗下纵横中文网签约作家端阳羲创作的一部奇幻修真小说，小说已于2014-03-19正式发布,"[('无 量 魔 尊', '纵 横 中 文 网', 10)]","[('无 量 魔 尊', '端 阳 羲', 11), ('无 量 魔 尊', '纵 横 中 文 网', 10)]"
1644,2012年7月12日，与邓超、刘亦菲合作主演古装武侠题材电影《四大名捕》，江一燕在片中饰演性格刚烈而直接的反派侠女姬遥花37,"[('四 大 名 捕', '刘 亦 菲', 13), ('四 大 名 捕', '邓 超', 13)]","[('四 大 名 捕', '2012 年 7 月 12 日', 16), ('四 大 名 捕', '江 一 燕', 13)]"
1645,王岫英，男，中国公民，出生于黑龙江，职位是军人 医生,"[('王 岫 英', '黑 龙 江', 2), ('王 岫 英', '中 国', 1)]","[('王 岫 英', '黑 龙 江', 2), ('王 岫 英', '中 国', 1)]"
1646,《真相侦探所》是眼镜甲创作的网络小说，发表于起点网,"[('真 相 侦 探 所', '起 点 网', 10)]","[('真 相 侦 探 所', '眼 镜 甲', 11), ('真 相 侦 探 所', '起 点 网', 10)]"
1647,李路斌，男，汉族，长治市城区人，1970年3月出生，大专学历,"[('李 路 斌', '长 治 市 城 区', 2), ('李 路 斌', '汉 族', 3), ('李 路 斌', '1970 年 3 月', 4)]","[('李 路 斌', '长 治 市 城 区', 2), ('李 路 斌', '汉 族', 3), ('李 路 斌', '1970 年 3 月', 4)]"
1648,导演过偶像剧《王子变青蛙》的刘俊杰，也凭《杉杉来了》《何以笙箫默》等热播剧在内地打开了市场，他的新作《凉生，我们可不可以不忧伤》也会在今年播出,"[('凉 生 ， 我 们 可 不 可 以 不 忧 伤', '刘 俊 杰', 14), ('王 子 变 青 蛙', '刘 俊 杰', 14), ('杉 杉 来 了', '刘 俊 杰', 14), ('何 以 笙 箫 默', '刘 俊 杰', 14)]","[('王 子 变 青 蛙', '刘 俊 杰', 14), ('杉 杉 来 了', '刘 俊 杰', 14), ('何 以 笙 箫 默', '刘 俊 杰', 14)]"
1649,《朝鲜韩国地图册》由中国地图出版社1996-8-1出版，作者是刘惠云,"[('朝 鲜 韩 国 地 图 册', '刘 惠 云', 11), ('朝 鲜 韩 国 地 图 册', '中 国 地 图 出 版 社', 12)]","[('朝 鲜 韩 国 地 图 册', '刘 惠 云', 11), ('朝 鲜 韩 国 地 图 册', '中 国 地 图 出 版 社', 12)]"
1650,秦家浩，男，1937年12月出生，浙江省宁波市人，汉族，1979年7月加入中国共产党，干部代表，1959年8月参加工作，毕业于华东纺织工学院机械系设计专业，大学学历，现任省人民政府特邀顾问、中共青岛市委原副书记、原市长,"[('秦 家 浩', '汉 族', 3)]","[('秦 家 浩', '汉 族', 3), ('秦 家 浩', '1937 年 12 月', 4), ('秦 家 浩', '浙 江 省 宁 波 市', 2)]"
1651,《世界尽头等到你》是青林之初所著的一部爱情小说，由天津人民出版社出版,"[('世 界 尽 头 等 到 你', '天 津 人 民 出 版 社', 12)]","[('世 界 尽 头 等 到 你', '青 林 之 初', 11), ('世 界 尽 头 等 到 你', '天 津 人 民 出 版 社', 12)]"
1652,幕后制作创作背景电视剧《你和我的倾城时光》改编自知名作家丁墨所著同名商战言情小说，丁墨近年以其独特的甜宠悬爱风格自成一脉，通过其小说改编的影视剧《他来了，请闭眼》《如果蜗牛有爱情》《美人为馅》等都获得巨大成功,"[('你 和 我 的 倾 城 时 光', '丁 墨', 11), ('如 果 蜗 牛 有 爱 情', '丁 墨', 11)]","[('你 和 我 的 倾 城 时 光', '丁 墨', 11), ('他 来 了 ， 请 闭 眼', '丁 墨', 11), ('美 人 为 馅', '丁 墨', 11), ('如 果 蜗 牛 有 爱 情', '丁 墨', 11)]"
1653,曾丽平，女，汉族，1967年10月出生，广西平乐人，大专学历，1989年7月参加工作，现任平乐县财政局副局长,"[('曾 丽 平', '广 西 平 乐', 2), ('曾 丽 平', '汉 族', 3)]","[('曾 丽 平', '广 西 平 乐', 2), ('任 平', '汉 族', 3), ('曾 丽 平', '汉 族', 3)]"
1654,其实我也想演《冲上云霄2》，因为可以和吴镇宇和张智霖对戏，是一个很难得的机会，看看是否有机会客串一下,"[('冲 上 云 霄 2', '吴 镇 宇', 13), ('冲 上 云 霄 2', '张 智 霖', 13)]","[('冲 上 云 霄 2', '张 智 霖', 13), ('冲 上 云 霄 2', '吴 镇 宇', 13)]"
1655,屈连江，1939年生，河北唐山人,"[('屈 连 江', '河 北 唐 山', 2), ('屈 连 江', '1939 年', 4)]","[('屈 连 江', '河 北 唐 山', 2), ('屈 连 江', '1939 年', 4)]"
1656,《结果不是我要的结果》是张学友专辑《热》里的一首歌,"[('结 果 不 是 我 要 的 结 果', '热', 7)]","[('结 果 不 是 我 要 的 结 果', '张 学 友', 6), ('结 果 不 是 我 要 的 结 果', '热', 7)]"
1657,《避开采购黑洞》是2008年中国社会科学出版社出版的图书，作者是马晓峰,"[('避 开 采 购 黑 洞', '中 国 社 会 科 学 出 版 社', 12), ('避 开 采 购 黑 洞', '马 晓 峰', 11)]","[('避 开 采 购 黑 洞', '中 国 社 会 科 学 出 版 社', 12), ('马 晓 峰', '中 国', 1), ('避 开 采 购 黑 洞', '马 晓 峰', 11)]"
1658,由黄真真执导，陈意涵、薛凯琪、张钧甯领衔主演的电影《闺蜜2》正在全国院线热映，擅长以女性的细腻与独特视觉表达情感的导演黄真真，此次把故事搬到了越南，讲述了三个女生充满冒险又充满乐趣的婚前旅行,"[('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '黄 真 真', 14), ('闺 蜜 2', '张 钧 甯', 13)]","[('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '黄 真 真', 14), ('闺 蜜 2', '陈 意 涵', 13)]"
1659,《四面楚歌》是谢安琪&关楚耀的音乐作品，收录在《最好的时刻2006-2012》专辑中,"[('四 面 楚 歌', '最 好 的 时 刻 2006 - 2012', 7)]","[('四 面 楚 歌', '最 好 的 时 刻 2006 - 2012', 7), ('四 面 楚 歌', '谢 安 琪', 6)]"
1660,歌曲《泛水荷塘》是由歌手云菲菲和张津涤演唱的一首歌曲，所属专辑《我的灰姑娘》,"[('我 的 灰 姑 娘', '云 菲 菲', 6), ('泛 水 荷 塘', '我 的 灰 姑 娘', 7), ('泛 水 荷 塘', '张 津 涤', 6), ('泛 水 荷 塘', '云 菲 菲', 6)]","[('我 的 灰 姑 娘', '张 津 涤', 6), ('泛 水 荷 塘', '我 的 灰 姑 娘', 7), ('泛 水 荷 塘', '张 津 涤', 6), ('泛 水 荷 塘', '云 菲 菲', 6)]"
1661,蒋伟，男，汉族，1976年9月生，四川渠县人，1996年5月入党，1998年7月参加工作，研究生学历，讲师,"[('蒋 伟', '汉 族', 3)]","[('蒋 伟', '四 川 渠 县', 2), ('蒋 伟', '1976 年 9 月', 4), ('蒋 伟', '汉 族', 3)]"
1662,潘毅群，汉族，出生于1 9 5 2年8月，是一名银川供电局局长,"[('潘 毅 群', '1 9 5 2 年 8 月', 4), ('潘 毅 群', '汉 族', 3)]","[('潘 毅 群', '1 9 5 2 年 8 月', 4), ('潘 毅 群', '汉 族', 3)]"
1663,吴春莲，女，1954年12月出生于浙江永嘉，1978年8月参加工作，1982年7月加入中国共产党，杭州大学普通班毕业,"[('吴 春 莲', '1954 年 12 月', 4), ('吴 春 莲', '浙 江 永 嘉', 2), ('吴 春 莲', '中 国', 1), ('吴 春 莲', '杭 州 大 学', 5)]","[('吴 春 莲', '1954 年 12 月', 4), ('吴 春 莲', '浙 江 永 嘉', 2), ('吴 春 莲', '中 国', 1), ('吴 春 莲', '杭 州 大 学', 5)]"
