,text,pre,truth
773,电视剧《后代》，导演为谭锐铭，2006年上映,"[('后 代', '谭 锐 铭', 14)]","[('后 代', '2006 年', 16), ('后 代', '谭 锐 铭', 14)]"
774,《情诗百首》是2003年安徽文艺出版社出版的图书，作者是凌敏，刘冬梅,"[('情 诗 百 首', '安 徽 文 艺 出 版 社', 12), ('情 诗 百 首', '刘 冬 梅', 11), ('情 诗 百 首', '凌 敏', 11)]","[('情 诗 百 首', '安 徽 文 艺 出 版 社', 12), ('情 诗 百 首', '凌 敏', 11)]"
775,《我的爱和别人一样》是叶倩文演唱的一首单曲，该曲收录在专辑《爱情的名字》中,"[('我 的 爱 和 别 人 一 样', '爱 情 的 名 字', 7), ('我 的 爱 和 别 人 一 样', '叶 倩 文', 6), ('爱 情 的 名 字', '叶 倩 文', 6)]","[('我 的 爱 和 别 人 一 样', '叶 倩 文', 6), ('我 的 爱 和 别 人 一 样', '爱 情 的 名 字', 7)]"
776,《魔帝传人》是在起点中文网连载的一部小说，作者是空虚老祖,"[('魔 帝 传 人', '空 虚 老 祖', 11), ('魔 帝 传 人', '起 点 中 文 网', 10)]","[('魔 帝 传 人', '空 虚 老 祖', 11), ('魔 帝 传 人', '起 点 中 文 网', 10)]"
777,我国著名经济学家汪海波先生在《中国经济发展30年(1978-2008)》中对此做了全面系统的探讨和总结,"[('汪 海 波', '中 国', 1)]","[('汪 海 波', '中 国', 2), ('中 国 经 济 发 展 30 年', '汪 海 波', 11)]"
778,王威旸，女，1991年出生，中国射击元老王义夫的女儿，母亲是曾培养过多名世界冠军的功勋教练张秋萍,"[('王 威 [UNK]', '1991 年', 4), ('张 秋 萍', '中 国', 1), ('王 义 夫', '中 国', 1)]","[('王 威 [UNK]', '1991 年', 4), ('王 义 夫', '中 国', 1)]"
779,王家卫指导影片《一代宗师》中章子怡饰演的宫家二姑娘宫若梅，为了报杀父之仇，断发奉道，一辈子不婚嫁不生育,"[('一 代 宗 师', '章 子 怡', 13), ('一 代 宗 师', '王 家 卫', 14)]","[('一 代 宗 师', '章 子 怡', 13), ('一 代 宗 师', '王 家 卫', 14)]"
780,多次执导国家级大型文艺晚会，曾七次参与执导中央电视台的春节联欢晚会并四次出任总导演，郎昆，男，1959年出生于北京，毕业于北京广播学院新闻系，现中央电视台高级编辑，中央电视台综艺频道总监 ，中央电视台大型节目制作中心主任，博士学位研究生，中国传媒大学客座教授，中国百佳电视艺术工作者,"[('郎 昆', '北 京', 2), ('郎 昆', '北 京 广 播 学 院', 5), ('郎 昆', '1959 年', 4)]","[('郎 昆', '北 京', 2), ('郎 昆', '1959 年', 4)]"
781,《十七岁的天空》是陈映蓉执导的爱情喜剧同志电影，由杨佑宁、周群达、金勤、季宏全等主演,"[('十 七 岁 的 天 空', '陈 映 蓉', 14)]","[('十 七 岁 的 天 空', '金 勤', 13), ('十 七 岁 的 天 空', '陈 映 蓉', 14)]"
782,唐传奇叙事，作者江守义，安徽人民出版社出版,"[('唐 传 奇 叙 事', '江 守 义', 11), ('唐 传 奇 叙 事', '安 徽 人 民 出 版 社', 12)]","[('唐 传 奇 叙 事', '江 守 义', 11), ('唐 传 奇 叙 事', '安 徽 人 民 出 版 社', 12)]"
783,《爱或不爱都是事儿》是2009年12月1日由文化艺术出版社出版的图书，作者是叶倾城,"[('爱 或 不 爱 都 是 事 儿', '叶 倾 城', 11), ('爱 或 不 爱 都 是 事 儿', '文 化 艺 术 出 版 社', 12)]","[('爱 或 不 爱 都 是 事 儿', '叶 倾 城', 11), ('爱 或 不 爱 都 是 事 儿', '文 化 艺 术', 12)]"
784,《超级老大》是疯狗道长写的网络小说连载于逐浪,"[('超 级 老 大', '逐 浪', 10), ('超 级 老 大', '疯 狗 道 长', 11)]","[('超 级 老 大', '逐 浪', 10), ('超 级 老 大', '疯 狗 道 长', 11)]"
785,《伸出手来掌心向上》是2009年漓江出版社出版的图书，作者是潘琭璐,"[('伸 出 手 来 掌 心 向 上', '潘 [UNK] 璐', 11), ('伸 出 手 来 掌 心 向 上', '漓 江 出 版 社', 12)]","[('伸 出 手 来 掌 心 向 上', '潘 [UNK] 璐', 11), ('伸 出 手 来 掌 心 向 上', '漓 江 出 版 社', 12)]"
786,《西方哲学经典命题》是2006年江西人民出版社出版的图书，作者是尹星凡等,"[('西 方 哲 学 经 典 命 题', '江 西 人 民 出 版 社', 12), ('西 方 哲 学 经 典 命 题', '尹 星 凡', 11)]","[('西 方 哲 学 经 典 命 题', '江 西 人 民 出 版 社', 12), ('西 方 哲 学 经 典 命 题', '尹 星 凡', 11)]"
787,蒋雍，字元肃，仙游人，乾道年间(1165~1173年)泉州教授,"[('蒋 雍', '仙 游', 2)]","[('蒋 雍', '仙 游', 2), ('蒋 雍', '1165', 4)]"
788,《强欢-婚在迷途》是潇湘书院发行的小说，作者是杜雨,"[('强 欢 - 婚 在 迷 途', '潇 湘 书 院', 10)]","[('强 欢 - 婚 在 迷 途', '杜 雨', 11), ('强 欢 - 婚 在 迷 途', '潇 湘 书 院', 10)]"
789,2017年一部网络剧《致我们单纯的小美好》不仅捧红了男主胡一天（江辰饰演者），也捧红了女主沈月（陈小希饰演者），在剧中，男主是个腹黑学霸，女主是个每天只想着追人的可爱女生,"[('致 我 们 单 纯 的 小 美 好', '江 辰', 13), ('致 我 们 单 纯 的 小 美 好', '陈 小 希', 13)]","[('致 我 们 单 纯 的 小 美 好', '沈 月', 13), ('致 我 们 单 纯 的 小 美 好', '胡 一 天', 13)]"
790,此次新版的《倚天屠龙记》两位女主的扮演者分别是陈钰琪和祝绪丹，两位都是90后中颜值较高的小花了,"[('倚 天 屠 龙 记', '祝 绪 丹', 13), ('倚 天 屠 龙 记', '陈 钰 琪', 13)]","[('倚 天 屠 龙 记', '祝 绪 丹', 13), ('倚 天 屠 龙 记', '陈 钰 琪', 13)]"
791,王象春（1578～1632），原名王象巽，字季木，号文水，又号虞求，自号山昔湖居士，山东济南府新城县（今山东淄博市桓台县新城镇）人，清初文学家王士祯从祖,"[('王 象 春', '1578', 4), ('王 象 春', '山 东 济 南 府 新 城 县', 2)]","[('王 象 春', '1578', 4), ('王 象 春', '山 东 济 南 府 新 城 县', 2)]"
792,李景辉，于1962年12月出生，毕业于中央党校函授学院,"[('李 景 辉', '中 央 党 校 函 授 学 院', 5), ('李 景 辉', '1962 年 12 月', 4)]","[('李 景 辉', '中 央 党 校 函 授 学 院', 5), ('李 景 辉', '1962 年 12 月', 4)]"
793,《神学与诠释基督教文化学刊（第10辑·2003秋）》是2003年中国人民大学出版社出版的图书，由中国人民大学基督教文化研究所编著,"[('神 学 与 诠 释 基 督 教 文 化 学 刊 （ 第 10 辑 · 2003 秋 ）', '中 国 人 民 大 学 出 版 社', 12)]","[('神 学 与 诠 释 基 督 教 文 化 学 刊 （ 第 10 辑 · 2003 秋 ）', '中 国 人 民 大 学 基 督 教 文 化 研 究 所', 11), ('神 学 与 诠 释 基 督 教 文 化 学 刊 （ 第 10 辑 · 2003 秋 ）', '中 国 人 民 大 学 出 版 社', 12)]"
794,说到注明的古代推理断案历史剧《神探狄仁杰》，或许大家只记得铁三角（编剧兼导演钱雁秋、张子建饰演的李元芳以及梁冠华），却往往会忽略另一个导演兼制片人张文玲,"[('神 探 狄 仁 杰', '钱 雁 秋', 14), ('神 探 狄 仁 杰', '张 文 玲', 14)]","[('神 探 狄 仁 杰', '钱 雁 秋', 14), ('神 探 狄 仁 杰', '梁 冠 华', 13)]"
795,王尔晴，女，汉族，出生于1986年，敬一丹女儿，高中毕业后被送到国外深造，并以优异成绩完成学业,"[('王 尔 晴', '1986 年', 4), ('敬 一 丹', '汉 族', 3), ('王 尔 晴', '汉 族', 3)]","[('王 尔 晴', '1986 年', 4), ('王 尔 晴', '汉 族', 3)]"
796,《苍天有泪之简单幸福》是清墨澜创作的网络小说，发表于晋江文学网,"[('苍 天 有 泪 之 简 单 幸 福', '晋 江 文 学 网', 10), ('苍 天 有 泪 之 简 单 幸 福', '清 墨 澜', 11)]","[('苍 天 有 泪 之 简 单 幸 福', '晋 江 文 学 网', 10), ('苍 天 有 泪 之 简 单 幸 福', '清 墨 澜', 11)]"
797,《中国近代海关高级职员年表》是2004年中国海关出版社出版的图书，作者是孙修福,"[('中 国 近 代 海 关 高 级 职 员 年 表', '中 国 海 关 出 版 社', 12), ('中 国 近 代 海 关 高 级 职 员 年 表', '孙 修 福', 11)]","[('中 国 近 代 海 关 高 级 职 员 年 表', '中 国 海 关 出 版 社', 12), ('中 国 近 代 海 关 高 级 职 员 年 表', '孙 修 福', 11)]"
798,索南坚赞：《西藏王统记》，北京：民族出版社，2000年,"[('西 藏 王 统 记', '民 族 出 版 社', 12)]","[('西 藏 王 统 记', '民 族 出 版 社', 12), ('西 藏 王 统 记', '索 南 坚 赞', 11)]"
799,《十二国记大梦谁醒》是晋江文学城连载的小说，作者是挖坑不填,"[('十 二 国 记 大 梦 谁 醒', '晋 江 文 学 城', 10)]","[('十 二 国 记 大 梦 谁 醒', '挖 坑 不 填', 11), ('十 二 国 记 大 梦 谁 醒', '晋 江 文 学 城', 10)]"
800,《旧爱如欢》是连载于好123小说 的小说，作者是梵璃,"[('旧 爱 如 欢', '梵 璃', 11), ('旧 爱 如 欢', '好 123 小 说', 10)]","[('旧 爱 如 欢', '梵 璃', 11), ('旧 爱 如 欢', '好 123 小 说', 10)]"
801,《帝王归来》是百度文学旗下纵横中文网签约作家御用天果创作的一部东方玄幻小说，小说已于2014-02-10正式发布,"[('帝 王 归 来', '纵 横 中 文 网', 10)]","[('帝 王 归 来', '御 用 天 果', 11), ('帝 王 归 来', '纵 横 中 文 网', 10)]"
802,《噬魂师同人之初夏微凉》是杏红你的怪兽掉了创作的网络小说，发表于晋江文学网,"[('噬 魂 师 同 人 之 初 夏 微 凉', '晋 江 文 学 网', 10), ('噬 魂 师 同 人 之 初 夏 微 凉', '杏 红 你 的 怪 兽 掉 了', 11)]","[('噬 魂 师 同 人 之 初 夏 微 凉', '晋 江 文 学 网', 10), ('噬 魂 师 同 人 之 初 夏 微 凉', '杏 红 你 的 怪 兽 掉 了', 11)]"
803,《野人日记》是连载于起点中文网的小说，作者是黄万戈,"[('野 人 日 记', '起 点 中 文 网', 10), ('野 人 日 记', '黄 万 戈', 11)]","[('野 人 日 记', '起 点 中 文 网', 10), ('野 人 日 记', '黄 万 戈', 11)]"
804,《2小时水彩花卉轻松学》是2013年8月2日中国青年出版社出版的图书，作者是(日)堀井和惠,"[('2 小 时 水 彩 花 卉 轻 松 学', '堀 井 和 惠', 11), ('2 小 时 水 彩 花 卉 轻 松 学', '中 国 青 年 出 版 社', 12)]","[('2 小 时 水 彩 花 卉 轻 松 学', '堀 井 和 惠', 11), ('2 小 时 水 彩 花 卉 轻 松 学', '中 国 青 年 出 版 社', 12)]"
805,《齿轮传动》是2007年机械工业出版社出版的图书，作者是《机械设计手册》编委会,"[('齿 轮 传 动', '机 械 工 业 出 版 社', 12)]","[('齿 轮 传 动', '机 械 工 业', 12), ('齿 轮 传 动', '机 械 设 计 手 册 》 编 委 会', 11)]"
806,《教你吃饭》是2004年华艺出版社出版的图书，作者是李瑞芬,"[('教 你 吃 饭', '李 瑞 芬', 11), ('教 你 吃 饭', '华 艺 出 版 社', 12)]","[('教 你 吃 饭', '李 瑞 芬', 11), ('教 你 吃 饭', '华 艺 出 版 社', 12)]"
807,《汉语知识趣谈》是1996-10语文出版社出版的图书，作者是宋玉柱 / 等,"[('汉 语 知 识 趣 谈', '语 文 出 版 社', 12), ('汉 语 知 识 趣 谈', '宋 玉 柱', 11)]","[('汉 语 知 识 趣 谈', '语 文 出 版 社', 12), ('汉 语 知 识 趣 谈', '宋 玉 柱', 11)]"
808,刚刚播完的《一米阳光》是导演张晓光拍摄的一部相当唯美的得意之作，而《守候阳光》则是张导紧随其后的第二部作品,"[('一 米 阳 光', '张 晓 光', 14), ('守 候 阳 光', '张 晓 光', 14)]","[('一 米 阳 光', '张 晓 光', 14), ('守 候 阳 光', '张 晓 光', 14)]"
809,房琯（697年－763年），字次律，河南（今河南偃师）人，唐朝宰相，正谏大夫房融之子,"[('房 [UNK]', '河 南 偃 师', 2), ('房 [UNK]', '河 南', 2)]","[('房 [UNK]', '河 南 偃 师', 2), ('房 [UNK]', '697 年', 4)]"
810,赵宝刚曾受邀友情出演徐静蕾执导的电影《杜拉拉升职记》及《亲密敌人》，从两人间的“礼尚往来”可看出两人的友谊很“铁”,"[('杜 拉 拉 升 职 记', '徐 静 蕾', 14), ('亲 密 敌 人', '徐 静 蕾', 14)]","[('杜 拉 拉 升 职 记', '徐 静 蕾', 14), ('亲 密 敌 人', '徐 静 蕾', 14)]"
811,在于2010年上映，冯小刚执导的灾难电影《唐山大地震》中演童年方登，并凭该角色获得第31届大众电影百花奖最佳新人奖，成为百花奖开设至2010年时年龄最小的获奖者，当时，她只有9岁,"[('唐 山 大 地 震', '冯 小 刚', 14)]","[('唐 山 大 地 震', '冯 小 刚', 14), ('唐 山 大 地 震', '2010 年', 16)]"
812,《镜天神袛》是云若梦曦创作的网络小说，发表于小说阅读网,"[('镜 天 神 [UNK]', '小 说 阅 读 网', 10)]","[('镜 天 神 [UNK]', '云 若 梦 曦', 11), ('镜 天 神 [UNK]', '小 说 阅 读 网', 10)]"
813,《离别的情语》是由李玲玉演唱的一首歌曲，收录在《午夜街头（二）》专辑里,"[('离 别 的 情 语', '午 夜 街 头', 7), ('离 别 的 情 语', '李 玲 玉', 6)]","[('离 别 的 情 语', '午 夜 街 头', 7), ('离 别 的 情 语', '李 玲 玉', 6)]"
814,《外国名曲钢琴四手联弹》是上海音乐出版社出版的图书，作者是钱洁平、沈天真,"[('外 国 名 曲 钢 琴 四 手 联 弹', '钱 洁 平', 11), ('外 国 名 曲 钢 琴 四 手 联 弹', '沈 天 真', 11), ('外 国 名 曲 钢 琴 四 手 联 弹', '上 海 音 乐 出 版 社', 12)]","[('外 国 名 曲 钢 琴 四 手 联 弹', '钱 洁 平', 11), ('外 国 名 曲 钢 琴 四 手 联 弹', '沈 天 真', 11)]"
815,那些心事是张珈珈专辑《心事》中的歌曲，由北京合纵音乐文化发行,"[('那 些 心 事', '张 珈 珈', 6), ('那 些 心 事', '心 事', 7)]","[('那 些 心 事', '张 珈 珈', 6), ('那 些 心 事', '心 事', 7)]"
816,说到《神雕侠侣》，相信大家对这部剧也都不陌生了吧，从之前的李若彤版本到之后的刘亦菲版本，然后再到最近这几年的陈研希与陈晓的版本，当然，大部分观众都是不能够接受陈研希与陈晓版本的，只是想说当年的于正也是真的很看重陈晓啊,"[('神 雕 侠 侣', '刘 亦 菲', 13), ('神 雕 侠 侣', '李 若 彤', 13)]","[('神 雕 侠 侣', '陈 晓', 13), ('神 雕 侠 侣', '李 若 彤', 13)]"
817,《国际商务英语写作模板》是2010年中国水利水电出版社出版的图书，作者是黄剑,"[('国 际 商 务 英 语 写 作 模 板', '黄 剑', 11), ('国 际 商 务 英 语 写 作 模 板', '中 国 水 利 水 电', 12)]","[('国 际 商 务 英 语 写 作 模 板', '黄 剑', 11), ('国 际 商 务 英 语 写 作 模 板', '中 国 水 利 水 电', 12)]"
818,《白桦啊白桦》是2008中国美术学院出版社出版的图书，作者是李其容,"[('白 桦 啊 白 桦', '中 国 美 术 学 院 出 版 社', 12)]","[('白 桦 啊 白 桦', '中 国 美 术 学 院 出 版', 12), ('白 桦 啊 白 桦', '李 其 容', 11)]"
819,《実験》是2013年新潮社出版的图书，作者是田中慎弥,"[('実 験', '新 潮 社', 12)]","[('実 験', '田 中 慎 弥', 11), ('実 験', '新 潮 社', 12)]"
820,《北京古狮 》是2007年北京图书馆出版社出版的图书，作者是梁欣立,"[('北 京 古 狮', '北 京 图 书 馆 出 版 社', 12)]","[('北 京 古 狮', '梁 欣 立', 11), ('北 京 古 狮', '北 京 图 书 馆 出 版 社', 12)]"
821,李钰毕业于上海戏剧学院93级表演系，科班出身的李钰有非常扎实的演技功底，她和佟大为、黄奕、蒋勤勤合作过电视剧《末代皇妃》，在戏里她是充满矛盾的川岛芳子，被很多观众认为演绎最成功的川岛芳子,"[('末 代 皇 妃', '李 钰', 13), ('末 代 皇 妃', '蒋 勤 勤', 13), ('李 钰', '上 海 戏 剧 学 院', 5), ('末 代 皇 妃', '黄 奕', 13), ('末 代 皇 妃', '佟 大 为', 13)]","[('末 代 皇 妃', '蒋 勤 勤', 13), ('李 钰', '上 海 戏 剧 学 院', 5)]"
822,《老板也在为我们工作》是2006年光明日报出版社出版的图书，作者是宿春礼,"[('老 板 也 在 为 我 们 工 作', '宿 春 礼', 11), ('老 板 也 在 为 我 们 工 作', '光 明 日 报 出 版 社', 12)]","[('老 板 也 在 为 我 们 工 作', '宿 春 礼', 11), ('老 板 也 在 为 我 们 工 作', '光 明 日 报 出 版 社', 12)]"
823,《对话》是歌手赖伟锋2016年7月8日发行的歌曲，收录在专辑《最差不过是孤独》中,"[('对 话', '最 差 不 过 是 孤 独', 7)]","[('对 话', '最 差 不 过 是 孤 独', 7), ('对 话', '赖 伟 锋', 6)]"
824,《巫与巫术》是1989年由四川民族出版社出版的图书，作者是宋兆麟,"[('巫 与 巫 术', '四 川 民 族 出 版 社', 12)]","[('巫 与 巫 术', '宋 兆 麟', 11), ('巫 与 巫 术', '四 川 民 族 出 版 社', 12)]"
825,《圣魔仙传》是连载于起点中文网的网络小说，作者是叶玥,"[('圣 魔 仙 传', '起 点 中 文 网', 10), ('圣 魔 仙 传', '叶 玥', 11)]","[('圣 魔 仙 传', '起 点 中 文 网', 10), ('圣 魔 仙 传', '叶 玥', 11)]"
826,《零起点网页设计教程》是2004年南京大学出版社出版的图书，作者是李青,"[('零 起 点 网 页 设 计 教 程', '李 青', 11), ('零 起 点 网 页 设 计 教 程', '南 京 大 学 出 版 社', 12)]","[('零 起 点 网 页 设 计 教 程', '李 青', 11), ('零 起 点 网 页 设 计 教 程', '南 京 大 学 出 版 社', 12)]"
827,《大仙天渡厄》是连载于起点中文网的小说，作者是天荒,"[('大 仙 天 渡 厄', '起 点 中 文 网', 10)]","[('大 仙 天 渡 厄', '起 点 中 文 网', 10), ('大 仙 天 渡 厄', '天 荒', 11)]"
828,王碧华，男，1967年毕业于北京石油学院物探仪器专业， 1999年晋升为计算机专业教授，曾获得中国金融系统劳动模范称号,"[('王 碧 华', '北 京 石 油 学 院', 5)]","[('王 碧 华', '中 国', 1), ('王 碧 华', '北 京 石 油 学 院', 5)]"
829,《想亲亲》是阎维文的音乐作品，收录在《黄土情歌》专辑中,"[('想 亲 亲', '黄 土 情 歌', 7)]","[('想 亲 亲', '黄 土 情 歌', 7), ('想 亲 亲', '阎 维 文', 6)]"
830,《内分泌系统疾病食疗》是2002年河北科学技术出版社出版的图书，作者是顾奎琴,"[('内 分 泌 系 统 疾 病 食 疗', '河 北 科 学 技 术 出 版 社', 12)]","[('内 分 泌 系 统 疾 病 食 疗', '顾 奎 琴', 11), ('内 分 泌 系 统 疾 病 食 疗', '河 北 科 学 技 术 出 版 社', 12)]"
831,《织网的蜘蛛》程青 著，作家出版社2000年10月出版,"[('织 网 的 蜘 蛛', '作 家 出 版 社', 12), ('织 网 的 蜘 蛛', '程 青', 11)]","[('织 网 的 蜘 蛛', '作 家 出 版 社', 12), ('织 网 的 蜘 蛛', '程 青', 11)]"
832,范冰冰刚出道的时候非常不起眼，拍《还珠格格》的时候只能当赵薇和林心如的配角，饰演一个“小丫鬟”，在范冰冰默默无闻的时候，经纪人穆晓光出现了，当时的穆晓光身家超过了5亿，但是因为看上了范冰冰的潜力，所以甘心当她的经纪人，可以说没有穆晓光，就没有今天的范冰冰,"[('还 珠 格 格', '范 冰 冰', 13)]","[('还 珠 格 格', '林 心 如', 13), ('还 珠 格 格', '赵 薇', 13)]"
833,《隋唐英雄续》是连载于晋江文学城的网络小说，作者是玥珞璎,"[('隋 唐 英 雄 续', '玥 珞 璎', 11), ('隋 唐 英 雄 续', '晋 江 文 学 城', 10)]","[('隋 唐 英 雄 续', '玥 珞 璎', 11), ('隋 唐 英 雄 续', '晋 江 文 学 城', 10)]"
834,《改革以来中国农业和农村经济政策的演变》是由宋洪远编写，中国经济出版社出版的图书,"[('宋 洪 远', '中 国', 1), ('改 革 以 来 中 国 农 业 和 农 村 经 济 政 策 的 演 变', '宋 洪 远', 11), ('改 革 以 来 中 国 农 业 和 农 村 经 济 政 策 的 演 变', '中 国 经 济 出 版 社', 12)]","[('改 革 以 来 中 国 农 业 和 农 村 经 济 政 策 的 演 变', '宋 洪 远', 11), ('改 革 以 来 中 国 农 业 和 农 村 经 济 政 策 的 演 变', '中 国 经 济 出 版 社', 12)]"
835,《赢在认真》是2013年新华出版社出版的图书，作者是品墨,"[('赢 在 认 真', '品 墨', 11), ('赢 在 认 真', '新 华 出 版 社', 12)]","[('赢 在 认 真', '品 墨', 11), ('赢 在 认 真', '新 华 出 版 社', 12)]"
836,《事故车辆定损工时定额手册》是2006年由黑龙江人民出版社出版的一部作品，作者是赵清,"[('事 故 车 辆 定 损 工 时 定 额 手 册', '黑 龙 江 人 民 出 版 社', 12), ('事 故 车 辆 定 损 工 时 定 额 手 册', '赵 清', 11)]","[('事 故 车 辆 定 损 工 时 定 额 手 册', '黑 龙 江 人 民 出 版 社', 12), ('事 故 车 辆 定 损 工 时 定 额 手 册', '赵 清', 11)]"
837,《保险人员克服拒绝的秘诀》是2003-1-1西南财经大学出版社出版的图书，作者是黄瑞娟,"[('保 险 人 员 克 服 拒 绝 的 秘 诀', '黄 瑞 娟', 11), ('保 险 人 员 克 服 拒 绝 的 秘 诀', '西 南 财 经 大 学 出 版 社', 12)]","[('保 险 人 员 克 服 拒 绝 的 秘 诀', '黄 瑞 娟', 11), ('保 险 人 员 克 服 拒 绝 的 秘 诀', '西 南 财 经 大 学 出 版 社', 12)]"
838,《都是你的错》是陈慧琳演唱的一首歌曲，收录在专辑《继续爱我》当中,"[('都 是 你 的 错', '继 续 爱 我', 7)]","[('继 续 爱 我', '陈 慧 琳', 6), ('都 是 你 的 错', '陈 慧 琳', 6)]"
839,《猎场》和《潜伏》两部戏的导演都是姜伟，不少参演过《潜伏》的演员在这部戏中都有客串，像在剧中饰演赵见蜓的王小毅就是其中之一,"[('猎 场', '姜 伟', 14)]","[('潜 伏', '姜 伟', 14), ('猎 场', '姜 伟', 14)]"
840,《双面俏佳人》是作者谢安然在小说阅读网发表的一部小说,"[('双 面 俏 佳 人', '小 说 阅 读 网', 10), ('双 面 俏 佳 人', '谢 安 然', 11)]","[('双 面 俏 佳 人', '小 说 阅 读 网', 10), ('双 面 俏 佳 人', '谢 安 然', 11)]"
841,孙增海，男，汉族，河北平山人，中共党员,"[('孙 增 海', '汉 族', 3), ('孙 增 海', '河 北 平 山', 2)]","[('孙 增 海', '汉 族', 3), ('孙 增 海', '河 北 平 山', 2)]"
842,《秦时明月之无尽奇缘》是百度文学旗下纵横中文网签约作家东升公子创作的一部动漫同人小说，小说已于2014-05-27正式发布,"[('秦 时 明 月 之 无 尽 奇 缘', '纵 横 中 文 网', 10)]","[('秦 时 明 月 之 无 尽 奇 缘', '纵 横 中 文 网', 10), ('秦 时 明 月 之 无 尽 奇 缘', '东 升 公 子', 11)]"
843,汤晶晶，出生于四川省，毕业于上海戏剧学院表演系，外表冷艳出众，第一眼惊艳高挑的外形就令人过目难忘，尤其是一双勾人心魂的大眼睛，魅力十足，被誉为”电眼女神“第一名：萧十一郎后人萧南萍萧南萍由刘玫麟扮演，在剧中有“第一美女”之称，不过美人也难过英雄关，爱上了反派人物，命运比较凄惨,"[('汤 晶 晶', '四 川', 2), ('汤 晶 晶', '上 海 戏 剧 学 院', 5)]","[('汤 晶 晶', '上 海 戏 剧 学 院', 5), ('汤 晶 晶', '四 川 省', 2)]"
844,《通天秘旅》是2010年当代中国出版社出版的图书，作者是梁东元,"[('通 天 秘 旅', '当 代 中 国', 12), ('通 天 秘 旅', '梁 东 元', 11)]","[('梁 东 元', '中 国', 1), ('通 天 秘 旅', '梁 东 元', 11)]"
845,电影《山子的一家》讲述了一个失去父亲的10岁男孩山子（刘小龙 饰）用稚嫩的肩膀扛起家庭重担，一边照顾生病的妈妈（蒋雯丽 饰），一边刻苦学习的感人故事,"[('山 子 的 一 家', '蒋 雯 丽', 13), ('山 子 的 一 家', '刘 小 龙', 13)]","[('山 子 的 一 家', '蒋 雯 丽', 13), ('山 子 的 一 家', '刘 小 龙', 13)]"
846,黎仁春，男，1963年2月出生，汉族，籍贯四川广安，1980年11月参加工作，1985年6月加入中国共产党，大学学历,"[('黎 仁 春', '汉 族', 3)]","[('黎 仁 春', '汉 族', 3), ('黎 仁 春', '1963 年 2 月', 4)]"
847,《紫玉记》是新手至尊创作的网络小说，发表于起点网,"[('紫 玉 记', '起 点 网', 10)]","[('紫 玉 记', '起 点 网', 10), ('紫 玉 记', '新 手 至 尊', 11)]"
848,《阿黛》是作者糖拌饭在起点中文网发表的一部小说,"[('阿 黛', '起 点 中 文 网', 10)]","[('阿 黛', '糖 拌 饭', 11), ('阿 黛', '起 点 中 文 网', 10)]"
849,王忠桥（1891—1966），宁陵人，1927年，王忠桥先后任省立第七小学校长、信阳师范教务主任等职,"[('王 忠 桥', '宁 陵', 2)]","[('王 忠 桥', '1891', 4), ('王 忠 桥', '宁 陵', 2)]"
850,《敛财王爷贪财妃》是连载于好123小说的一本小说，作者是诺诺宝贝,"[('敛 财 王 爷 贪 财 妃', '诺 诺 宝 贝', 11), ('敛 财 王 爷 贪 财 妃', '好 123 小 说', 10)]","[('敛 财 王 爷 贪 财 妃', '诺 诺 宝 贝', 11), ('敛 财 王 爷 贪 财 妃', '好 123 小 说', 10)]"
851,《拯救费思》是2002-01由译林出版社出版的图书，作者是(美国)戴维﹒鲍尔达奇,"[('拯 救 费 思', '译 林 出 版 社', 12), ('拯 救 费 思', '戴 维 ﹒ 鲍 尔 达 奇', 11)]","[('拯 救 费 思', '译 林 出 版 社', 12), ('拯 救 费 思', '戴 维 ﹒ 鲍 尔 达 奇', 11)]"
852,《冷傲的化妆》是谭咏麟的音乐作品，收录在《梦幻舞台》专辑中,"[('冷 傲 的 化 妆', '梦 幻 舞 台', 7)]","[('冷 傲 的 化 妆', '谭 咏 麟', 6), ('冷 傲 的 化 妆', '梦 幻 舞 台', 7)]"
853,↑↑↑沙溢2016年曾在微博晒出一张《武林外传》2004年开机的照片，剧集2006年播出到现在12年，12年一个轮回，但是大家对《武林外传》的喜爱并没有变,"[('武 林 外 传', '2006 年', 16)]","[('武 林 外 传', '沙 溢', 13), ('武 林 外 传', '2006 年', 16)]"
854,莎士比亚评介文集是2006-4商务印书馆出版的图书，作者是裘克安,"[('莎 士 比 亚 评 介 文 集', '商 务 印 书 馆', 12), ('莎 士 比 亚 评 介 文 集', '裘 克 安', 11)]","[('莎 士 比 亚 评 介 文 集', '商 务 印 书 馆', 12), ('莎 士 比 亚 评 介 文 集', '裘 克 安', 11)]"
855,《女儿雄》是梁咏琪的音乐作品，收录在《怕寂寞的猫》专辑中,"[('女 儿 雄', '梁 咏 琪', 6), ('女 儿 雄', '怕 寂 寞 的 猫', 7)]","[('女 儿 雄', '梁 咏 琪', 6), ('女 儿 雄', '怕 寂 寞 的 猫', 7)]"
856,卜铁梅（1963年10月31日— ）女，汉族,"[('卜 铁 梅', '汉 族', 3), ('卜 铁 梅', '1963 年 10 月 31 日', 4)]","[('卜 铁 梅', '汉 族', 3), ('卜 铁 梅', '1963 年 10 月 31 日', 4)]"
857,《少年君王孤风客》是连载于看书网的一本原创类小说，作者是南宫孤,"[('少 年 君 王 孤 风 客', '看 书 网', 10)]","[('少 年 君 王 孤 风 客', '看 书 网', 10), ('少 年 君 王 孤 风 客', '南 宫 孤', 11)]"
