,text,pre,truth
71,2人物特征根据美国的悬赏通告，阿布·巴克尔·巴格达迪1971年生于伊拉克的萨迈拉，是个棕眼圆脸男子，脸颊两侧的胡须剃得很整齐，留深色短发，巴格达迪擅长伪装容颜，还会讲带黎巴嫩、叙利亚和沙特阿拉伯等各种口音的阿拉伯语，足以乱真,"[('阿 布 · 巴 克 尔 · 巴 格 达 迪', '1971 年', 4), ('阿 布 · 巴 克 尔 · 巴 格 达 迪', '伊 拉 克 的 萨 迈 拉', 2)]","[('阿 布 · 巴 克 尔 · 巴 格 达 迪', '伊 拉 克', 1), ('阿 布 · 巴 克 尔 · 巴 格 达 迪', '伊 拉 克', 2), ('阿 布 · 巴 克 尔 · 巴 格 达 迪', '1971 年', 4)]"
72,万里天风伴我飞作曲为林子祥，作词为黄沾，歌手为林子祥，所属专辑为《只有林子祥》,"[('万 里 天 风 伴 我 飞', '林 子 祥', 9), ('万 里 天 风 伴 我 飞', '林 子 祥', 6), ('万 里 天 风 伴 我 飞', '只 有 林 子 祥', 7)]","[('万 里 天 风 伴 我 飞', '林 子 祥', 9), ('万 里 天 风 伴 我 飞', '林 子 祥', 6), ('万 里 天 风 伴 我 飞', '只 有 林 子 祥', 7), ('万 里 天 风 伴 我 飞', '黄 沾', 8)]"
73,铃木千贺子是日本麻生太郎第一夫人，又叫麻生千贺子原名铃木千贺子，是日本战后第27任首相（1980年～1982年）铃木善幸的三女儿,"[('铃 木 千 贺 子', '日 本', 1)]","[('铃 木 千 贺 子', '日 本', 1), ('铃 木 千 贺 子', '日 本', 2), ('麻 生 太 郎', '日 本', 1)]"
74,《我可能不会爱你》电视原声带除了请来创作实力备受肯定的金曲新人王韦礼安谱写及演唱片头曲《还是会》，让大家再一次的感动回味，错综复杂的暧昧情愫和深刻难得的真挚情感,"[('还 是 会', '韦 礼 安', 9)]","[('还 是 会', '韦 礼 安', 6), ('还 是 会', '韦 礼 安', 8), ('还 是 会', '韦 礼 安', 9)]"
75,《我知道》是由蒋蒋作词作曲，赖伟锋演唱的歌曲，该曲收录于赖伟锋2014年发行的专辑《男朋女友》中,"[('我 知 道', '男 朋 女 友', 7), ('我 知 道', '蒋 蒋', 8)]","[('我 知 道', '男 朋 女 友', 7), ('我 知 道', '赖 伟 锋', 6), ('我 知 道', '蒋 蒋', 9), ('我 知 道', '蒋 蒋', 8)]"
76,《窗户上的猫咪很无聊》是陈珊妮作词并演唱的歌曲，收录于专辑《乘喷射机离去》中1,"[('窗 户 上 的 猫 咪 很 无 聊', '乘 喷 射 机 离 去', 7), ('窗 户 上 的 猫 咪 很 无 聊', '陈 珊 妮', 8)]","[('窗 户 上 的 猫 咪 很 无 聊', '陈 珊 妮', 6), ('窗 户 上 的 猫 咪 很 无 聊', '乘 喷 射 机 离 去', 7), ('窗 户 上 的 猫 咪 很 无 聊', '陈 珊 妮', 8)]"
77,青春不散是专辑《老好人》中的一首，作词：崔恕，作曲：崔恕，演唱：崔恕 王馨平,"[('青 春 不 散', '老 好 人', 7), ('青 春 不 散', '崔 恕', 8)]","[('青 春 不 散', '崔 恕', 9), ('青 春 不 散', '老 好 人', 7), ('青 春 不 散', '王 馨 平', 6), ('青 春 不 散', '崔 恕', 8)]"
78,《爱走了1》是歌手庄妮演唱的歌曲，镜喜 祁隆作词，祁隆作曲，李凯稠编曲，,"[('爱 走 了', '祁 隆', 8), ('爱 走 了', '祁 隆', 9), ('爱 走 了', '镜 喜', 8)]","[('爱 走 了', '祁 隆', 8), ('爱 走 了', '祁 隆', 9), ('爱 走 了', '庄 妮', 6)]"
79,朱永福，男，汉族，1984年1月出生，现为云南曲靖立得篮球俱乐部球员,"[('朱 永 福', '1984 年 1 月', 4), ('朱 永 福', '汉 族', 3)]","[('朱 永 福', '1984 年 1 月', 4), ('朱 永 福', '汉 族', 3), ('朱 永 福', '1984 年 1 月', 2)]"
80,《布朗克斯的故事》是一部由罗伯特·德尼罗执导，罗伯特·德尼罗 / 查兹·帕尔明特瑞 / 李洛·布兰卡托主演的一部犯罪 / 剧情类型的电影，重温老片就如同回忆自己的过去，五味杂陈，尤其是在这样一个特殊的日子里,"[('布 朗 克 斯 的 故 事', '查 兹 · 帕 尔 明 特 瑞', 13), ('布 朗 克 斯 的 故 事', '李 洛 · 布 兰 卡 托', 13), ('布 朗 克 斯 的 故 事', '罗 伯 特 · 德 尼 罗', 14)]","[('布 朗 克 斯 的 故 事', '查 兹 · 帕 尔 明 特 瑞', 13), ('布 朗 克 斯 的 故 事', '罗 伯 特 · 德 尼 罗', 13), ('布 朗 克 斯 的 故 事', '罗 伯 特 · 德 尼 罗', 14)]"
81,个人资料克洛科娃  生日： 1983年11月20日  性别：女  身高：172 厘米  体重：58 公斤  国家及地区：斯洛伐克  出生地：斯洛伐克详细描述斯洛伐克运动员1,"[('克 洛 科 娃', '1983 年 11 月 20 日', 4), ('克 洛 科 娃', '斯 洛 伐 克', 1)]","[('克 洛 科 娃', '斯 洛 伐 克', 2), ('克 洛 科 娃', '1983 年 11 月 20 日', 4), ('克 洛 科 娃', '斯 洛 伐 克', 1)]"
82,很多人是从《用心良苦》这张专辑开始认识张宇，其实我也是先听了《用心良苦》后 ，才回头去找《走路有风》，据说这些早期的作品（包括《温故知心第一集》）都已经绝版了,[],"[('用 心 良 苦', '张 宇', 6), ('走 路 有 风', '张 宇', 9), ('走 路 有 风', '张 宇', 6)]"
83,《南来北往》是歌手花粥演唱的一首歌曲，由花粥作词作曲，该歌曲收录于2016年07月07日发行的专辑《粥打野》中,"[('南 来 北 往', '花 粥', 8)]","[('南 来 北 往', '花 粥', 6), ('南 来 北 往', '花 粥', 8), ('南 来 北 往', '花 粥', 9), ('南 来 北 往', '粥 打 野', 7)]"
84,歌曲《今生爱的就是你1》是歌手祁隆演唱的歌曲，祁隆作词作曲，李凯稠编曲,"[('今 生 爱 的 就 是 你', '祁 隆', 6), ('今 生 爱 的 就 是 你', '祁 隆', 8), ('今 生 爱 的 就 是 你', '祁 隆', 9)]","[('今 生 爱 的 就 是 你', '祁 隆', 6), ('今 生 爱 的 就 是 你', '祁 隆', 8), ('今 生 爱 的 就 是 你', '祁 隆', 9)]"
85,《催泪情歌》是林隆璇作词、作曲，演唱的一首歌曲,"[('催 泪 情 歌', '林 隆 璇', 8), ('催 泪 情 歌', '林 隆 璇', 9), ('催 泪 情 歌', '林 隆 璇', 6)]","[('催 泪 情 歌', '林 隆 璇', 8), ('催 泪 情 歌', '林 隆 璇', 6)]"
86,《忘掉我》是由许冠杰作词作曲并演唱的一首歌，收录于专辑《最喜欢你》中,"[('忘 掉 我', '许 冠 杰', 8), ('忘 掉 我', '最 喜 欢 你', 7)]","[('忘 掉 我', '最 喜 欢 你', 7), ('忘 掉 我', '许 冠 杰', 6), ('忘 掉 我', '许 冠 杰', 8), ('忘 掉 我', '许 冠 杰', 9)]"
87,姜玉阳的新歌《痛彻心扉》就将这些对生活的感悟溶入到歌曲之中，把一个大男孩失去爱情，想爱却又不可及的无奈，痛彻心扉般的情感都融入在了伤感动情的歌声当中2,"[('痛 彻 心 扉', '姜 玉 阳', 6)]","[('痛 彻 心 扉', '姜 玉 阳', 6), ('痛 彻 心 扉', '姜 玉 阳', 9)]"
88,《如同悲伤被下载了两次》是由林宥嘉和陈珊妮共同演唱的一首歌曲，由林宥嘉谱曲，陈珊妮作词，收录于陈珊妮2015年8月24日发行的专辑《如同悲伤被下载了两次》中,"[('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 8), ('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 9)]","[('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 8), ('如 同 悲 伤 被 下 载 了 两 次', '林 宥 嘉', 6), ('如 同 悲 伤 被 下 载 了 两 次', '林 宥 嘉', 9), ('如 同 悲 伤 被 下 载 了 两 次', '陈 珊 妮', 6)]"
89,歌曲歌词一滴眼泪-陈嘉琦　　作词：陈嘉琦 作曲：张磊,"[('一 滴 眼 泪', '陈 嘉 琦', 8), ('一 滴 眼 泪', '张 磊', 9), ('一 滴 眼 泪', '陈 嘉 琦', 6)]","[('一 滴 眼 泪', '陈 嘉 琦', 8), ('一 滴 眼 泪', '张 磊', 9), ('一 滴 眼 泪', '陈 嘉 琦', 6)]"
90,《听路绮欧唱歌》是路绮欧演唱的一首歌曲，作词作曲是钟不悔,"[('听 路 绮 欧 唱 歌', '钟 不 悔', 8), ('听 路 绮 欧 唱 歌', '钟 不 悔', 9)]","[('听 路 绮 欧 唱 歌', '钟 不 悔', 8), ('听 路 绮 欧 唱 歌', '钟 不 悔', 9)]"
91,《爸我回来了》是周杰伦演唱的一首歌曲，由周杰伦作词、作曲、编曲，收录在周杰伦2001年发行的专辑《范特西》中1,"[('爸 我 回 来 了', '周 杰 伦', 8), ('爸 我 回 来 了', '范 特 西', 7), ('爸 我 回 来 了', '周 杰 伦', 9)]","[('爸 我 回 来 了', '周 杰 伦', 8), ('爸 我 回 来 了', '范 特 西', 7), ('爸 我 回 来 了', '周 杰 伦', 9), ('爸 我 回 来 了', '周 杰 伦', 6)]"
92,《乐园》是一首国语歌曲，由黄韵玲作词作曲，陈奕迅、黄韵玲演唱,"[('乐 园', '黄 韵 玲', 8), ('乐 园', '黄 韵 玲', 9)]","[('乐 园', '黄 韵 玲', 9), ('乐 园', '陈 奕 迅', 6), ('乐 园', '黄 韵 玲', 8), ('乐 园', '黄 韵 玲', 6)]"
93,《最后的航班》是由蔡晓恩作词作曲，刘惜君演唱的一首歌曲，这首歌曲也是由柳岩主演的微电影《灰机灰机》的主题曲1,"[('最 后 的 航 班', '蔡 晓 恩', 8), ('最 后 的 航 班', '蔡 晓 恩', 9), ('最 后 的 航 班', '刘 惜 君', 6)]","[('最 后 的 航 班', '蔡 晓 恩', 8), ('最 后 的 航 班', '蔡 晓 恩', 9), ('最 后 的 航 班', '刘 惜 君', 6), ('灰 机 灰 机', '柳 岩', 13)]"
94,《甘心情愿》是香港女歌手王馨平演唱的一首粤语歌曲，收录在专辑《馨平个性》中，其国语版本为内地男歌手郭峰演唱的同名歌曲《甘心情愿》,"[('甘 心 情 愿', '郭 峰', 6), ('甘 心 情 愿', '馨 平 个 性', 7), ('甘 心 情 愿', '王 馨 平', 6)]","[('甘 心 情 愿', '郭 峰', 6), ('甘 心 情 愿', '馨 平 个 性', 7), ('甘 心 情 愿', '郭 峰', 9), ('甘 心 情 愿', '王 馨 平', 6)]"
95,《风筝》是柳云龙亲自导演，兼主演的又一部谍战片,"[('风 筝', '柳 云 龙', 14)]","[('风 筝', '柳 云 龙', 14), ('风 筝', '柳 云 龙', 13)]"
96,奥基艾，全名凯末尔·奥基艾，所属足球队：马尼沙斯堡队，场上位置为中场，出生地土耳其,"[('奥 基 艾', '土 耳 其', 1)]","[('奥 基 艾', '土 耳 其', 1), ('奥 基 艾', '土 耳 其', 2)]"
97,早年经历爱德华多·弗雷·鲁伊斯-塔格莱，全名爱德华多·阿尔弗雷多·胡安·贝尔纳多·弗雷·鲁伊斯-塔格莱，1942年6月24日出生于智利首都圣地亚哥,"[('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '1942 年 6 月 24 日', 4), ('胡 安 ·', '智 利', 1)]","[('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '智 利', 2), ('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '1942 年 6 月 24 日', 4), ('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '圣 地 亚 哥', 2), ('爱 德 华 多 · 弗 雷 · 鲁 伊 斯 - 塔 格 莱', '智 利', 1)]"
98,《不要再说爱我》是香港歌手王杰创作的一首歌曲作品，收录于国语专辑《向太阳怒吼》中，发行与1990年1月，该歌曲作词、作曲者均为王杰,"[('不 要 再 说 爱 我', '王 杰', 9)]","[('不 要 再 说 爱 我', '王 杰', 9), ('不 要 再 说 爱 我', '向 太 阳 怒 吼', 7), ('不 要 再 说 爱 我', '王 杰', 6), ('不 要 再 说 爱 我', '王 杰', 8)]"
99,1《自话相》词 曲 唱：赵楠  编曲 混音：刘笑野（北北）  后期 母带处理：韩冬  制作人：刘笑野 赵楠  有时我话不多，但知道该怎么做，你能得到你想要的，错在想要得到更多,"[('自 话 相', '赵 楠', 8), ('自 话 相', '赵 楠', 9)]","[('自 话 相', '赵 楠', 9), ('自 话 相', '赵 楠', 6)]"
100,《月球人》是恭硕良演唱的歌曲，由乔星作词，恭硕良作曲,"[('月 球 人', '恭 硕 良', 9), ('月 球 人', '乔 星', 8), ('月 球 人', '恭 硕 良', 6)]","[('月 球 人', '恭 硕 良', 9), ('月 球 人', '乔 星', 8), ('月 球 人', '恭 硕 良', 6)]"
101,《北京遇上西雅图之不二情书》是由同名电影改编的小说，作者是电影的编剧薛晓路和焦华静,"[('北 京 遇 上 西 雅 图 之 不 二 情 书', '焦 华 静', 11), ('北 京 遇 上 西 雅 图 之 不 二 情 书', '薛 晓 路', 11)]","[('北 京 遇 上 西 雅 图 之 不 二 情 书', '焦 华 静', 11), ('北 京 遇 上 西 雅 图 之 不 二 情 书', '薛 晓 路', 11), ('北 京 遇 上 西 雅 图 之 不 二 情 书', '薛 晓 路', 14)]"
102,回到故事的原点是由余微雪作词作曲并演唱的歌曲,"[('回 到 故 事 的 原 点', '余 微 雪', 9), ('回 到 故 事 的 原 点', '余 微 雪', 6), ('回 到 故 事 的 原 点', '余 微 雪', 8)]","[('回 到 故 事 的 原 点', '余 微 雪', 9), ('回 到 故 事 的 原 点', '余 微 雪', 6), ('回 到 故 事 的 原 点', '余 微 雪', 8)]"
103,曾经的你，《曾经的你》是由许巍作词、作曲，由许巍演唱的一首歌曲,"[('曾 经 的 你', '许 巍', 6), ('曾 经 的 你', '许 巍', 8), ('曾 经 的 你', '许 巍', 9)]","[('曾 经 的 你', '许 巍', 6), ('曾 经 的 你', '许 巍', 8), ('曾 经 的 你', '许 巍', 9)]"
104,《人间有缘》是周慧敏演唱的歌曲，有林夕作词、周慧敏作曲,"[('人 间 有 缘', '周 慧 敏', 6), ('人 间 有 缘', '周 慧 敏', 9), ('人 间 有 缘', '林 夕', 8)]","[('人 间 有 缘', '周 慧 敏', 6), ('人 间 有 缘', '周 慧 敏', 9), ('人 间 有 缘', '林 夕', 8)]"
105,刘建，中国人，毕业于中国地质大学，长江大学地球科学学院高级工程师职业硕士导师， 博士，中共党员,"[('刘 建', '中 国', 1), ('刘 建', '中 国 地 质 大 学', 5)]","[('刘 建', '中 国', 1), ('刘 建', '中 国', 2), ('刘 建', '中 国 地 质 大 学', 5)]"
106,《每个眼神都只身荒野》是一首由郭顶作词作曲演唱的歌曲，收录于专辑《飞行器的执行周期》，发行于2016年11月25日,"[('每 个 眼 神 都 只 身 荒 野', '郭 顶', 8)]","[('每 个 眼 神 都 只 身 荒 野', '飞 行 器 的 执 行 周 期', 7), ('每 个 眼 神 都 只 身 荒 野', '郭 顶', 6), ('每 个 眼 神 都 只 身 荒 野', '郭 顶', 8), ('每 个 眼 神 都 只 身 荒 野', '郭 顶', 9)]"
107,《不要再说你还爱我》由著名音乐人陈伟作词作曲，大陆实力歌手冷漠演唱，收录在专辑《爱你却要说分手》中，北京明业嘉辉文化传播有限公司、北京冒牌文化传播有限公司联合出品,"[('不 要 再 说 你 还 爱 我', '陈 伟', 8), ('不 要 再 说 你 还 爱 我', '陈 伟', 9), ('不 要 再 说 你 还 爱 我', '冷 漠', 6)]","[('不 要 再 说 你 还 爱 我', '陈 伟', 8), ('不 要 再 说 你 还 爱 我', '陈 伟', 9), ('不 要 再 说 你 还 爱 我', '冷 漠', 6)]"
108,《狼》是金志文演唱的一首中文歌曲，由齐秦填词谱曲,"[('狼', '齐 秦', 8)]","[('狼', '齐 秦', 8), ('狼', '齐 秦', 9), ('狼', '齐 秦', 6)]"
109,《小雪》是由台湾歌手任贤齐演唱的一首抒情歌曲（代表作），由陈升作词、作曲,"[('小 雪', '任 贤 齐', 6), ('小 雪', '陈 升', 8), ('小 雪', '陈 升', 9)]","[('小 雪', '任 贤 齐', 6), ('小 雪', '陈 升', 8), ('小 雪', '陈 升', 9)]"
110,《听美人鱼唱歌》是陈珊妮作词演唱的歌曲，收录于专辑《华盛顿砍倒樱桃树》中1,"[('听 美 人 鱼 唱 歌', '陈 珊 妮', 9), ('听 美 人 鱼 唱 歌', '陈 珊 妮', 6), ('听 美 人 鱼 唱 歌', '陈 珊 妮', 8), ('听 美 人 鱼 唱 歌', '华 盛 顿 砍 倒 樱 桃 树', 7)]","[('听 美 人 鱼 唱 歌', '陈 珊 妮', 6), ('听 美 人 鱼 唱 歌', '陈 珊 妮', 8), ('听 美 人 鱼 唱 歌', '华 盛 顿 砍 倒 樱 桃 树', 7)]"
111,《浪淘沙》是一首中国风歌曲，由刘德华演唱，黄庆元作词、作曲,"[('浪 淘 沙', '黄 庆 元', 8)]","[('浪 淘 沙', '黄 庆 元', 8), ('浪 淘 沙', '黄 庆 元', 9), ('浪 淘 沙', '刘 德 华', 6), ('刘 德 华', '中 国', 1)]"
112,《简单最浪漫》是由农夫填词，方大同作曲并演唱的歌曲，收录在2007年专辑《未来》中,"[('简 单 最 浪 漫', '未 来', 7), ('简 单 最 浪 漫', '方 大 同', 9), ('简 单 最 浪 漫', '农 夫', 8)]","[('简 单 最 浪 漫', '未 来', 7), ('简 单 最 浪 漫', '方 大 同', 9), ('简 单 最 浪 漫', '农 夫', 8), ('简 单 最 浪 漫', '方 大 同', 6)]"
113,《无耻之徒》是金玟岐创作并演唱的一首歌曲，该曲目收录在专辑《完美世界》中,"[('无 耻 之 徒', '金 玟 岐', 6), ('无 耻 之 徒', '完 美 世 界', 7), ('无 耻 之 徒', '金 玟 岐', 9)]","[('无 耻 之 徒', '完 美 世 界', 7), ('无 耻 之 徒', '金 玟 岐', 6), ('无 耻 之 徒', '金 玟 岐', 8), ('无 耻 之 徒', '金 玟 岐', 9)]"
114,蒙古族著名歌手乌兰图雅演唱的歌曲《雅鲁藏布江》，所属专辑《火辣辣的情歌》，作词、作曲：薛西语,"[('火 辣 辣 的 情 歌', '乌 兰 图 雅', 6), ('火 辣 辣 的 情 歌', '薛 西 语', 9), ('雅 鲁 藏 布 江', '薛 西 语', 9), ('雅 鲁 藏 布 江', '薛 西 语', 8), ('雅 鲁 藏 布 江', '火 辣 辣 的 情 歌', 7)]","[('雅 鲁 藏 布 江', '薛 西 语', 8), ('雅 鲁 藏 布 江', '火 辣 辣 的 情 歌', 7), ('雅 鲁 藏 布 江', '乌 兰 图 雅', 6), ('雅 鲁 藏 布 江', '薛 西 语', 9)]"
115,《红尘情歌》由潘龙江作词作曲，由郑源和蒋姗倍对唱，属于闽南风格的流行歌曲,"[('红 尘 情 歌', '郑 源', 6), ('红 尘 情 歌', '蒋 姗 倍', 6), ('红 尘 情 歌', '潘 龙 江', 9), ('红 尘 情 歌', '潘 龙 江', 8)]","[('红 尘 情 歌', '郑 源', 6), ('红 尘 情 歌', '蒋 姗 倍', 6), ('红 尘 情 歌', '潘 龙 江', 9), ('红 尘 情 歌', '潘 龙 江', 8)]"
116,《不一样的朋友》是家家、乱弹阿翔演唱的歌曲，由乱弹阿翔作词、作曲，收录在家家首张个人音乐专辑《忘不记》中,"[('不 一 样 的 朋 友', '乱 弹 阿 翔', 8), ('不 一 样 的 朋 友', '乱 弹 阿 翔', 9)]","[('不 一 样 的 朋 友', '家 家', 6), ('不 一 样 的 朋 友', '乱 弹 阿 翔', 8), ('不 一 样 的 朋 友', '忘 不 记', 7), ('不 一 样 的 朋 友', '乱 弹 阿 翔', 9)]"
117,《留神》是一部海顿执导电视剧，该剧由海顿、张恒、吴秀波等主演,"[('留 神', '海 顿', 14)]","[('留 神', '海 顿', 14), ('留 神', '吴 秀 波', 13), ('留 神', '张 恒', 13), ('留 神', '海 顿', 13)]"
118,《分开不要在雨天》是由刘德华作词，金培达作曲，刘德华演唱的一首歌曲，收录在专辑《爱无知》中,"[('分 开 不 要 在 雨 天', '金 培 达', 9), ('分 开 不 要 在 雨 天', '刘 德 华', 8), ('分 开 不 要 在 雨 天', '爱 无 知', 7)]","[('分 开 不 要 在 雨 天', '刘 德 华', 6), ('分 开 不 要 在 雨 天', '金 培 达', 9), ('分 开 不 要 在 雨 天', '刘 德 华', 8), ('分 开 不 要 在 雨 天', '爱 无 知', 7)]"
119,《让木乃伊跳舞》是2012年9月由译林出版社出版的图书，作者是美国作家托马斯·霍文,"[('让 木 乃 伊 跳 舞', '托 马 斯 · 霍 文', 11), ('让 木 乃 伊 跳 舞', '译 林 出 版 社', 12)]","[('托 马 斯', '美 国', 1), ('托 马 斯', '美 国', 2), ('让 木 乃 伊 跳 舞', '托 马 斯 · 霍 文', 11), ('让 木 乃 伊 跳 舞', '译 林 出 版 社', 12)]"
120,假如郑钧放弃他的思考和挣扎，专心去写《灰姑娘》这样的情歌，他可能就像“花儿”一样简单，但是这个具备偶像素质的歌手非要去探寻人生的答案,"[('灰 姑 娘', '郑 钧', 6), ('灰 姑 娘', '郑 钧', 8)]","[('灰 姑 娘', '郑 钧', 8), ('灰 姑 娘', '郑 钧', 9)]"
121,《走了》是由林志炫演唱的一艘歌曲，由詹兆源填词作曲，收录于专辑《原声之旅》中,"[('走 了', '詹 兆 源', 8), ('走 了', '詹 兆 源', 9), ('走 了', '林 志 炫', 6), ('走 了', '原 声 之 旅', 7)]","[('走 了', '詹 兆 源', 8), ('走 了', '詹 兆 源', 9), ('走 了', '林 志 炫', 6), ('走 了', '原 声 之 旅', 7)]"
122,《爱恨》是小贱专辑《情兽》中的一首歌曲,"[('爱 恨', '小 贱', 6), ('爱 恨', '情 兽', 7)]","[('爱 恨', '小 贱', 6), ('爱 恨', '情 兽', 7), ('爱 恨', '小 贱', 9)]"
123,朴树是一位优秀歌手，他创作的《平凡之路》、《生如夏花》、《那些花儿》等歌曲被歌迷们广泛传唱,"[('平 凡 之 路', '朴 树', 9), ('那 些 花 儿', '朴 树', 9)]","[('那 些 花 儿', '朴 树', 6), ('那 些 花 儿', '朴 树', 8), ('那 些 花 儿', '朴 树', 9), ('平 凡 之 路', '朴 树', 6)]"
124,★郭静《在树上唱歌》中的一首歌，名即为《三部曲》作词:韦礼安作曲:韦礼安演唱：郭静,"[('三 部 曲', '韦 礼 安', 9), ('在 树 上 唱 歌', '韦 礼 安', 9), ('在 树 上 唱 歌', '郭 静', 6), ('三 部 曲', '郭 静', 6), ('三 部 曲', '韦 礼 安', 8), ('在 树 上 唱 歌', '韦 礼 安', 8)]","[('三 部 曲', '韦 礼 安', 8), ('三 部 曲', '韦 礼 安', 9)]"
125,《不良》是当今流行乐坛著名歌手徐良为自己的粉丝所创作的一首歌曲，并收录在徐良首张个人专辑《不良少年》中，歌曲积极向上，告诉听众的是一种勇于追求梦想的精神，不想要别人对自己束缚,"[('不 良', '不 良 少 年', 7)]","[('不 良', '徐 良', 6), ('不 良', '徐 良', 8), ('不 良', '徐 良', 9), ('不 良', '不 良 少 年', 7)]"
126,《大会堂演奏厅》是香港歌手李克勤演唱的一首歌曲，由李克勤填词，林慕德作曲,"[('大 会 堂 演 奏 厅', '李 克 勤', 8)]","[('大 会 堂 演 奏 厅', '林 慕 德', 9), ('大 会 堂 演 奏 厅', '李 克 勤', 6), ('大 会 堂 演 奏 厅', '李 克 勤', 8)]"
127,《三太子》是朱约信、朱赞美儿童诗班演唱的歌曲，朱约信作词作曲编曲,"[('三 太 子', '朱 约 信', 8), ('三 太 子', '朱 约 信', 9)]","[('三 太 子', '朱 赞 美 儿 童 诗 班', 6), ('三 太 子', '朱 约 信', 8), ('三 太 子', '朱 约 信', 9), ('三 太 子', '朱 约 信', 6)]"
128,《新的开始》是由许冠杰作词作曲并演唱的一首歌，收录于同名专辑《新的开始》中,"[('新 的 开 始', '许 冠 杰', 6), ('新 的 开 始', '许 冠 杰', 8), ('新 的 开 始', '许 冠 杰', 9)]","[('新 的 开 始', '许 冠 杰', 6), ('新 的 开 始', '许 冠 杰', 8), ('新 的 开 始', '许 冠 杰', 9)]"
129,令人意外的是，继首秀《齐天》之后，华晨宇本周再度演绎个人原创曲，一首《我管你》强势开局，游刃有余的演唱和独树一帜的台风收获现场尖叫掌声一片,"[('我 管 你', '华 晨 宇', 6)]","[('我 管 你', '华 晨 宇', 6), ('我 管 你', '华 晨 宇', 9)]"
130,《空缺》是陈信荣作词，周传雄作曲，周传雄演唱的一首歌曲，收录在专辑《蓝色土耳其》中,"[('空 缺', '陈 信 荣', 8), ('蓝 色 土 耳 其', '周 传 雄', 9), ('空 缺', '周 传 雄', 9)]","[('空 缺', '陈 信 荣', 8), ('空 缺', '周 传 雄', 6), ('空 缺', '蓝 色 土 耳 其', 7), ('空 缺', '周 传 雄', 9)]"
131,《想念你》是由金志文作词，金志文作曲，金志文演唱的一首歌曲，该曲收录于金志文2007年发行的专辑《兄弟小文》,"[('想 念 你', '金 志 文', 6), ('想 念 你', '兄 弟 小 文', 7), ('想 念 你', '金 志 文', 8), ('想 念 你', '金 志 文', 9)]","[('想 念 你', '金 志 文', 6), ('想 念 你', '兄 弟 小 文', 7), ('想 念 你', '金 志 文', 8), ('想 念 你', '金 志 文', 9)]"
132,《不要忘记我》是台湾男歌手纪佳松2013年发表的中文歌曲，所属专辑为《梦游》,"[('不 要 忘 记 我', '梦 游', 7)]","[('不 要 忘 记 我', '梦 游', 7), ('不 要 忘 记 我', '纪 佳 松', 9), ('不 要 忘 记 我', '纪 佳 松', 6)]"
133,《思美人兮》是才女歌手金玟岐为古装大剧《思美人》创作并演唱的影视剧插曲，1歌词携手著名编剧梁振华共同打造，用极具水墨气韵的笔触描画出一颗幽兰般气质下的铮铮男儿心,"[('思 美 人 兮', '金 玟 岐', 9)]","[('思 美 人 兮', '金 玟 岐', 8), ('思 美 人 兮', '金 玟 岐', 9), ('思 美 人 兮', '梁 振 华', 8), ('思 美 人 兮', '金 玟 岐', 6)]"
134,《时间的玫瑰》是卢庚戌演唱的歌曲，由北岛填词，卢庚戌谱曲,"[('时 间 的 玫 瑰', '卢 庚 戌', 9), ('时 间 的 玫 瑰', '卢 庚 戌', 6), ('时 间 的 玫 瑰', '北 岛', 8)]","[('时 间 的 玫 瑰', '卢 庚 戌', 6), ('时 间 的 玫 瑰', '北 岛', 11), ('时 间 的 玫 瑰', '卢 庚 戌', 9), ('时 间 的 玫 瑰', '北 岛', 8)]"
135,2014年1月7日，《北京爱情故事》在北京举办一场名为“看清男人”的新闻发布会，主演郭京飞、导演陈思诚、主演王学兵出席26,"[('北 京 爱 情 故 事', '陈 思 诚', 14)]","[('北 京 爱 情 故 事', '陈 思 诚', 14), ('北 京 爱 情 故 事', '陈 思 诚', 13)]"
136,个人简介名字：匡贤明　　性别：男　　出生：不详　　时代：现代　　国籍：中国　　民族：汉族　　祖籍：海南　　职业：学者工作项目近年来，主持并完成省部级课题四项,"[('匡 贤 明', '汉 族', 3), ('匡 贤 明', '中 国', 1)]","[('匡 贤 明', '汉 族', 3), ('匡 贤 明', '中 国', 1), ('匡 贤 明', '中 国', 2)]"
137,阿尔特尤宁是一名足球运动员，国籍爱沙尼亚，效力于莱瓦迪亚俱乐部,"[('阿 尔 特 尤 宁', '爱 沙 尼 亚', 1)]","[('阿 尔 特 尤 宁', '爱 沙 尼 亚', 1), ('阿 尔 特 尤 宁', '爱 沙 尼 亚', 2)]"
